CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO
2046261,UBS ITAIM PAULISTA JULIO DE GOUVEIA,CENTRO DE SAUDE/UNIDADE BASICA
2752255,UBS ITAQUERA,CENTRO DE SAUDE/UNIDADE BASICA
2787962,UBS JACANA DR SEBASTIAO GABRIEL SAYAGO DE LAET,CENTRO DE SAUDE/UNIDADE BASICA
2787970,UBS JARAGUA,CENTRO DE SAUDE/UNIDADE BASICA
2787156,UBS JARDIM AEROPORTO DR MASSAKI UDIHARA,CENTRO DE SAUDE/UNIDADE BASICA
4410750,UBS JARDIM ANTARTICA,CENTRO DE SAUDE/UNIDADE BASICA
2787172,UBS JARDIM APUANA JOAO KOCH,CENTRO DE SAUDE/UNIDADE BASICA
2787180,UBS JARDIM APURA,CENTRO DE SAUDE/UNIDADE BASICA
2787199,UBS JARDIM ARACATI,CENTRO DE SAUDE/UNIDADE BASICA
2787202,UBS JARDIM AURORA,CENTRO DE SAUDE/UNIDADE BASICA
3016935,UBS JARDIM BANDEIRANTES,CENTRO DE SAUDE/UNIDADE BASICA
2787210,UBS JARDIM BOA VISTA,CENTRO DE SAUDE/UNIDADE BASICA
2086743,UBS JARDIM CAICARA,CENTRO DE SAUDE/UNIDADE BASICA
2057271,UBS JARDIM CAMARGO NOVO,CENTRO DE SAUDE/UNIDADE BASICA
2787229,UBS JARDIM CAMPINAS,CENTRO DE SAUDE/UNIDADE BASICA
2787237,UBS JARDIM CAMPOS,CENTRO DE SAUDE/UNIDADE BASICA
2027011,UBS JARDIM CARRAOZINHO,CENTRO DE SAUDE/UNIDADE BASICA
5079454,UBS JARDIM CELESTE,CENTRO DE SAUDE/UNIDADE BASICA
2787261,UBS JARDIM CIDADE PIRITUBA,CENTRO DE SAUDE/UNIDADE BASICA
2751887,UBS JARDIM CLIPER ROCILDA SOARES ALVES SILVA,CENTRO DE SAUDE/UNIDADE BASICA
2787288,UBS JARDIM COIMBRA,CENTRO DE SAUDE/UNIDADE BASICA
9186492,UBS JARDIM COLOMBO,CENTRO DE SAUDE/UNIDADE BASICA
2787296,UBS JARDIM COLONIAL,CENTRO DE SAUDE/UNIDADE BASICA
4050037,UBS JARDIM COLORADO DR JOSE PIRES,CENTRO DE SAUDE/UNIDADE BASICA
2787318,UBS JARDIM COMERCIAL,CENTRO DE SAUDE/UNIDADE BASICA
2774798,UBS JARDIM COPA MATHILDE DE AQUINO DINIZ,CENTRO DE SAUDE/UNIDADE BASICA
2787326,UBS JARDIM D ABRIL,CENTRO DE SAUDE/UNIDADE BASICA
2786931,UBS JARDIM DA CONQUISTA I,CENTRO DE SAUDE/UNIDADE BASICA
3219771,UBS JARDIM DA CONQUISTA II,CENTRO DE SAUDE/UNIDADE BASICA
2042967,UBS JARDIM DA SAUDE NEUSA ROSALIA MORALES,CENTRO DE SAUDE/UNIDADE BASICA
4677358,UBS JARDIM DAMASCENO,CENTRO DE SAUDE/UNIDADE BASICA
2787334,UBS JARDIM DAS CAMELIAS,CENTRO DE SAUDE/UNIDADE BASICA
6332439,UBS JARDIM DAS FONTES,CENTRO DE SAUDE/UNIDADE BASICA
2787342,UBS JARDIM DAS LARANJEIRAS - SAO MATEUS,CENTRO DE SAUDE/UNIDADE BASICA
2787350,UBS JARDIM DAS OLIVEIRAS,CENTRO DE SAUDE/UNIDADE BASICA
6329527,UBS JARDIM DAS PALMAS,CENTRO DE SAUDE/UNIDADE BASICA
3323331,UBS JARDIM DAS PEDRAS,CENTRO DE SAUDE/UNIDADE BASICA
2787091,UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES,CENTRO DE SAUDE/UNIDADE BASICA
7302541,UBS JARDIM EDITE GERONCIO HENRIQUE NETO,CENTRO DE SAUDE/UNIDADE BASICA
6365817,UBS JARDIM ELEDY,CENTRO DE SAUDE/UNIDADE BASICA
2787369,UBS JARDIM ELIANE,CENTRO DE SAUDE/UNIDADE BASICA
5882281,UBS JARDIM ELISA MARIA I,CENTRO DE SAUDE/UNIDADE BASICA
6018912,UBS JARDIM EMBURA,CENTRO DE SAUDE/UNIDADE BASICA
2787377,UBS JARDIM ETELVINA,CENTRO DE SAUDE/UNIDADE BASICA
2787385,UBS JARDIM FANGANIELLO,CENTRO DE SAUDE/UNIDADE BASICA
5621267,UBS JARDIM FLOR DE MAIO,CENTRO DE SAUDE/UNIDADE BASICA
2091720,UBS JARDIM FONTALIS,CENTRO DE SAUDE/UNIDADE BASICA
2787393,UBS JARDIM GERMANIA,CENTRO DE SAUDE/UNIDADE BASICA
2752263,UBS JARDIM GUAIRACA,CENTRO DE SAUDE/UNIDADE BASICA
2787407,UBS JARDIM GUANABARA,CENTRO DE SAUDE/UNIDADE BASICA
2787415,UBS JARDIM GUARANI,CENTRO DE SAUDE/UNIDADE BASICA
2787423,UBS JARDIM GUARUJA,CENTRO DE SAUDE/UNIDADE BASICA
4049934,UBS JARDIM HELENA (AMA/UBS ATE 03/2022),CENTRO DE SAUDE/UNIDADE BASICA
6039111,UBS JARDIM HELGA,CENTRO DE SAUDE/UNIDADE BASICA
2787431,UBS JARDIM HELIAN,CENTRO DE SAUDE/UNIDADE BASICA
2787458,UBS JARDIM HERCULANO,CENTRO DE SAUDE/UNIDADE BASICA
2787466,UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO,CENTRO DE SAUDE/UNIDADE BASICA
2787474,UBS JARDIM ICARAI QUINTANA,CENTRO DE SAUDE/UNIDADE BASICA
2787989,UBS JARDIM INDAIA,CENTRO DE SAUDE/UNIDADE BASICA
3689247,UBS JARDIM IPORA,CENTRO DE SAUDE/UNIDADE BASICA
2787482,UBS JARDIM IV CENTENARIO,CENTRO DE SAUDE/UNIDADE BASICA
2787490,UBS JARDIM IVA,CENTRO DE SAUDE/UNIDADE BASICA
2787504,UBS JARDIM JAPAO,CENTRO DE SAUDE/UNIDADE BASICA
2787512,UBS JARDIM JAQUELINE,CENTRO DE SAUDE/UNIDADE BASICA
7407629,UBS JARDIM JULIETA,CENTRO DE SAUDE/UNIDADE BASICA
2787547,UBS JARDIM KERALUX,CENTRO DE SAUDE/UNIDADE BASICA
8033420,UBS JARDIM KIOTO IGNES FONTANA TATTO,CENTRO DE SAUDE/UNIDADE BASICA
6873286,UBS JARDIM LAPENNA,CENTRO DE SAUDE/UNIDADE BASICA
2787563,UBS JARDIM LIDIA,CENTRO DE SAUDE/UNIDADE BASICA
5120780,UBS JARDIM LOURDES,CENTRO DE SAUDE/UNIDADE BASICA
9794751,UBS JARDIM LUCELIA SANDRA AP BARBOSA CORREIA LIMA,CENTRO DE SAUDE/UNIDADE BASICA
6195008,UBS JARDIM MACEDONIA,CENTRO DE SAUDE/UNIDADE BASICA
5620341,UBS JARDIM MAGDALENA,CENTRO DE SAUDE/UNIDADE BASICA
2062658,UBS JARDIM MAIA,CENTRO DE SAUDE/UNIDADE BASICA
5695813,UBS JARDIM MARACA,CENTRO DE SAUDE/UNIDADE BASICA
2027054,UBS JARDIM MARILIA,CENTRO DE SAUDE/UNIDADE BASICA
7270941,UBS JARDIM MARINGA VILA TALARICO,CENTRO DE SAUDE/UNIDADE BASICA
7128940,UBS JARDIM MIRIAM II,CENTRO DE SAUDE/UNIDADE BASICA
2787636,UBS JARDIM MITSUTANI,CENTRO DE SAUDE/UNIDADE BASICA
2787644,UBS JARDIM NAKAMURA,CENTRO DE SAUDE/UNIDADE BASICA
2027526,UBS JARDIM NELIA,CENTRO DE SAUDE/UNIDADE BASICA
2787652,UBS JARDIM NITEROI,CENTRO DE SAUDE/UNIDADE BASICA
4050134,UBS JARDIM NOSSA SENHORA DO CARMO,CENTRO DE SAUDE/UNIDADE BASICA
2788152,UBS JARDIM NOVE DE JULHO,CENTRO DE SAUDE/UNIDADE BASICA
6822991,UBS JARDIM NOVO HORIZONTE,CENTRO DE SAUDE/UNIDADE BASICA
7357761,UBS JARDIM NOVO PANTANAL OTACILIO MADEIRA,CENTRO DE SAUDE/UNIDADE BASICA
3956946,UBS JARDIM OLINDA ZELIA PEREIRA SANTOS,CENTRO DE SAUDE/UNIDADE BASICA
9059369,UBS JARDIM ORION GUANHEMBU,CENTRO DE SAUDE/UNIDADE BASICA
2787660,UBS JARDIM PANAMERICANO,CENTRO DE SAUDE/UNIDADE BASICA
2027046,UBS JARDIM PARAGUACU DR GONCALO FELICIANO ALVES,CENTRO DE SAUDE/UNIDADE BASICA
3002543,UBS JARDIM PARANAPANEMA,CENTRO DE SAUDE/UNIDADE BASICA
2787687,UBS JARDIM PENHA,CENTRO DE SAUDE/UNIDADE BASICA
2787695,UBS JARDIM PERI,CENTRO DE SAUDE/UNIDADE BASICA
4049993,UBS JARDIM POPULAR DR MATHEUS SANTAMARIA,CENTRO DE SAUDE/UNIDADE BASICA
4771311,UBS JARDIM REIMBERG - NAIR NUNES DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA
2787709,UBS JARDIM REPUBLICA,CENTRO DE SAUDE/UNIDADE BASICA
7097778,UBS JARDIM RINCAO,CENTRO DE SAUDE/UNIDADE BASICA
2787717,UBS JARDIM ROBRU GUAIANAZES,CENTRO DE SAUDE/UNIDADE BASICA
2787725,UBS JARDIM ROBRU MESSIAS JOSE DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA
2787733,UBS JARDIM ROMANO VILA ITAIM,CENTRO DE SAUDE/UNIDADE BASICA
2787741,UBS JARDIM ROSELI,CENTRO DE SAUDE/UNIDADE BASICA
3651770,UBS JARDIM ROSINHA,CENTRO DE SAUDE/UNIDADE BASICA
6332447,UBS JARDIM SANTA FE,CENTRO DE SAUDE/UNIDADE BASICA
2825767,UBS JARDIM SANTA MARGARIDA,CENTRO DE SAUDE/UNIDADE BASICA
2086808,UBS JARDIM SANTA MARIA,CENTRO DE SAUDE/UNIDADE BASICA
2787865,UBS JARDIM SANTA TEREZINHA,CENTRO DE SAUDE/UNIDADE BASICA
2787768,UBS JARDIM SAO BENTO,CENTRO DE SAUDE/UNIDADE BASICA
4771273,UBS JARDIM SAO BERNARDO,CENTRO DE SAUDE/UNIDADE BASICA
9632387,UBS JARDIM SAO CARLOS,CENTRO DE SAUDE/UNIDADE BASICA
3074544,UBS JARDIM SAO CARLOS CIDADE ADEMAR,CENTRO DE SAUDE/UNIDADE BASICA
2787776,UBS JARDIM SAO FRANCISCO I,CENTRO DE SAUDE/UNIDADE BASICA
2787806,UBS JARDIM SAO NICOLAU,CENTRO DE SAUDE/UNIDADE BASICA
2787814,UBS JARDIM SAO NORBERTO,CENTRO DE SAUDE/UNIDADE BASICA
4049942,UBS JARDIM SAO PEDRO FRANCISCO ANTONIO CESARONI,CENTRO DE SAUDE/UNIDADE BASICA
2047004,UBS JARDIM SAO SAVERIO AURELIO MELLONE,CENTRO DE SAUDE/UNIDADE BASICA
2787822,UBS JARDIM SAPOPEMBA PROF DR HUMBERTO DELBONI FILHO,CENTRO DE SAUDE/UNIDADE BASICA
2787830,UBS JARDIM SECKLER,CENTRO DE SAUDE/UNIDADE BASICA
6683991,UBS JARDIM SELMA CIDADE ADEMAR,CENTRO DE SAUDE/UNIDADE BASICA
2787849,UBS JARDIM SILVA TELLES,CENTRO DE SAUDE/UNIDADE BASICA
6332463,UBS JARDIM SILVEIRA,CENTRO DE SAUDE/UNIDADE BASICA
2787857,UBS JARDIM SINHA,CENTRO DE SAUDE/UNIDADE BASICA
4050045,UBS JARDIM SOARES,CENTRO DE SAUDE/UNIDADE BASICA
4049861,UBS JARDIM SOUZA,CENTRO DE SAUDE/UNIDADE BASICA
4050118,UBS JARDIM THOMAS,CENTRO DE SAUDE/UNIDADE BASICA
2752298,UBS JARDIM TIETE II,CENTRO DE SAUDE/UNIDADE BASICA
2787903,UBS JARDIM TRES CORACOES,CENTRO DE SAUDE/UNIDADE BASICA
2787911,UBS JARDIM UMUARAMA,CENTRO DE SAUDE/UNIDADE BASICA
6380417,UBS JARDIM VALQUIRIA,CENTRO DE SAUDE/UNIDADE BASICA
2787938,UBS JARDIM VERA CRUZ PERDIZES,CENTRO DE SAUDE/UNIDADE BASICA
2787946,UBS JARDIM VISTA ALEGRE VANDA APARECIDA DOS SANTOS,CENTRO DE SAUDE/UNIDADE BASICA
2787954,UBS JARDIM VITORIA,CENTRO DE SAUDE/UNIDADE BASICA
2027631,UBS JOAQUIM ANTONIO EIRADO,CENTRO DE SAUDE/UNIDADE BASICA
5479517,UBS JOAQUIM ROSSINI VILA CARIOCA DR MOACIR PARRA,CENTRO DE SAUDE/UNIDADE BASICA
2787997,UBS JORDANOPOLIS,CENTRO DE SAUDE/UNIDADE BASICA
4049950,UBS JOSE BONIFACIO II CELINA MARIA JOSE DE OLIVEIRA,CENTRO DE SAUDE/UNIDADE BASICA
4050142,UBS JOSE BONIFACIO III DRA LUCY MAYUMI UDAKIRI,CENTRO DE SAUDE/UNIDADE BASICA
2752301,UBS JOSE DE BARROS MAGALDI,CENTRO DE SAUDE/UNIDADE BASICA
2788004,UBS JOSE MARCILIO MALTA CARDOSO,CENTRO DE SAUDE/UNIDADE BASICA
9339833,UBS JOVA RURAL,CENTRO DE SAUDE/UNIDADE BASICA
2788039,UBS LARANJEIRAS,CENTRO DE SAUDE/UNIDADE BASICA
3614948,UBS LUAR DO SERTAO,CENTRO DE SAUDE/UNIDADE BASICA
2788055,UBS LUIZ ERNESTO MAZZONI,CENTRO DE SAUDE/UNIDADE BASICA
2788063,UBS MANOEL JOAQUIM PERA,CENTRO DE SAUDE/UNIDADE BASICA
2766000,UBS MAR PAULISTA,CENTRO DE SAUDE/UNIDADE BASICA
2788071,UBS MARIA CECILIA FERRO DONNANGELO,CENTRO DE SAUDE/UNIDADE BASICA
6332471,UBS MARSILAC,CENTRO DE SAUDE/UNIDADE BASICA
2043017,UBS MASCARENHAS DE MORAES,CENTRO DE SAUDE/UNIDADE BASICA
2788098,UBS MATA VIRGEM,CENTRO DE SAUDE/UNIDADE BASICA
2027380,UBS MENINOPOLIS MARIO FRANCISCO NAPOLITANO,CENTRO DE SAUDE/UNIDADE BASICA
2788101,UBS MILTON SANTOS,CENTRO DE SAUDE/UNIDADE BASICA
2788136,UBS MOINHO VELHO,CENTRO DE SAUDE/UNIDADE BASICA
2788128,UBS MOINHO VELHO II,CENTRO DE SAUDE/UNIDADE BASICA
2042258,UBS MOOCA I,CENTRO DE SAUDE/UNIDADE BASICA
2091739,UBS MORADA DO SOL,CENTRO DE SAUDE/UNIDADE BASICA
3651762,UBS MORRO DOCE,CENTRO DE SAUDE/UNIDADE BASICA
9618694,UBS NASCER DO SOL,CENTRO DE SAUDE/UNIDADE BASICA
2788209,UBS NITRO OPERARIA PAULO FELDMAN,CENTRO DE SAUDE/UNIDADE BASICA
2788144,UBS NOSSA SENHORA DO BRASIL ARMANDO DARIENZO,CENTRO DE SAUDE/UNIDADE BASICA
6332498,UBS NOVA AMERICA,CENTRO DE SAUDE/UNIDADE BASICA
6879810,UBS NOVA ESPERANCA PAULISTANO II,CENTRO DE SAUDE/UNIDADE BASICA
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA
2788160,UBS NOVO JARDIM I,CENTRO DE SAUDE/UNIDADE BASICA
4049926,UBS PADRE JOSE DE ANCHIETA,CENTRO DE SAUDE/UNIDADE BASICA
2788179,UBS PARADA XV DE NOVEMBRO,CENTRO DE SAUDE/UNIDADE BASICA
2788187,UBS PARAISOPOLIS,CENTRO DE SAUDE/UNIDADE BASICA
3956954,UBS PARAISOPOLIS II,CENTRO DE SAUDE/UNIDADE BASICA
6564410,UBS PARAISOPOLIS III,CENTRO DE SAUDE/UNIDADE BASICA
4050150,UBS PARELHEIROS,CENTRO DE SAUDE/UNIDADE BASICA
2788268,UBS PARQUE ARARIBA,CENTRO DE SAUDE/UNIDADE BASICA
2752328,UBS PARQUE ARTHUR ALVIM,CENTRO DE SAUDE/UNIDADE BASICA
2788276,UBS PARQUE BOA ESPERANCA,CENTRO DE SAUDE/UNIDADE BASICA
2027461,UBS PARQUE DA LAPA,CENTRO DE SAUDE/UNIDADE BASICA
4700449,UBS PARQUE DAS FLORES,CENTRO DE SAUDE/UNIDADE BASICA
4050223,UBS PARQUE DO LAGO,CENTRO DE SAUDE/UNIDADE BASICA
2788292,UBS PARQUE DOROTEIA,CENTRO DE SAUDE/UNIDADE BASICA
4488326,UBS PARQUE DOS BUFALOS,CENTRO DE SAUDE/UNIDADE BASICA
2788306,UBS PARQUE EDU CHAVES,CENTRO DE SAUDE/UNIDADE BASICA
2788314,UBS PARQUE ENGENHO II,CENTRO DE SAUDE/UNIDADE BASICA
2815451,UBS PARQUE FIGUEIRA GRANDE,CENTRO DE SAUDE/UNIDADE BASICA
2788330,UBS PARQUE IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA,CENTRO DE SAUDE/UNIDADE BASICA
3738604,UBS PARQUE MARIA DOMITILA,CENTRO DE SAUDE/UNIDADE BASICA
2788349,UBS PARQUE NOVO MUNDO I,CENTRO DE SAUDE/UNIDADE BASICA
2788357,UBS PARQUE NOVO MUNDO II,CENTRO DE SAUDE/UNIDADE BASICA
2788365,UBS PARQUE NOVO SANTO AMARO,CENTRO DE SAUDE/UNIDADE BASICA
6283616,UBS PARQUE PAULISTANO (EX AMA/UBS 08/2022),CENTRO DE SAUDE/UNIDADE BASICA
2788373,UBS PARQUE PERUCHE,CENTRO DE SAUDE/UNIDADE BASICA
2788381,UBS PARQUE REGINA PERINA ALVES TEIXEIRA,CENTRO DE SAUDE/UNIDADE BASICA
2788403,UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE,CENTRO DE SAUDE/UNIDADE BASICA
2788446,UBS PARQUE SANTA RITA,CENTRO DE SAUDE/UNIDADE BASICA
4493516,UBS PARQUE SANTO ANTONIO II,CENTRO DE SAUDE/UNIDADE BASICA
2057891,UBS PARQUE SAO LUCAS,CENTRO DE SAUDE/UNIDADE BASICA
4049853,UBS PARQUE SAO RAFAEL DRA ORA ROSEN,CENTRO DE SAUDE/UNIDADE BASICA
4050398,UBS PASTORAL,CENTRO DE SAUDE/UNIDADE BASICA
4050002,UBS PEDRO DE SOUZA CAMPOS,CENTRO DE SAUDE/UNIDADE BASICA
2064820,UBS PONTE RASA DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ,CENTRO DE SAUDE/UNIDADE BASICA
2786990,UBS PONTE SECA DOM LUCIANO BERGAMINI,CENTRO DE SAUDE/UNIDADE BASICA
3002926,UBS PREFEITO CELSO AUGUSTO DANIEL,CENTRO DE SAUDE/UNIDADE BASICA
4049969,UBS PRESTES MAIA,CENTRO DE SAUDE/UNIDADE BASICA
8212058,UBS PRIMAVERA COLORADO,CENTRO DE SAUDE/UNIDADE BASICA
2766019,UBS PRIMEIRO DE OUTUBRO,CENTRO DE SAUDE/UNIDADE BASICA
9423206,UBS PRO MORAR,CENTRO DE SAUDE/UNIDADE BASICA
2027305,UBS PROFETA JEREMIAS,CENTRO DE SAUDE/UNIDADE BASICA
2788470,UBS REAL PARQUE PAULO MANGAEIRA ALBERNAZ FILHO,CENTRO DE SAUDE/UNIDADE BASICA
2027321,UBS RECANTO CAMPO BELO,CENTRO DE SAUDE/UNIDADE BASICA
3105504,UBS RECANTO DOS HUMILDES,CENTRO DE SAUDE/UNIDADE BASICA
2788489,UBS RECANTO VERDE DO SOL,CENTRO DE SAUDE/UNIDADE BASICA
6090621,UBS REPUBLICA FERNANDA SANTE LIMEIRA,CENTRO DE SAUDE/UNIDADE BASICA
4050401,UBS REUNIDAS I,CENTRO DE SAUDE/UNIDADE BASICA
2788497,UBS REUNIDAS II,CENTRO DE SAUDE/UNIDADE BASICA
4050061,UBS RIO CLARO,CENTRO DE SAUDE/UNIDADE BASICA
2788500,UBS RIO PEQUENO PAULO DE BARROS FRANCA,CENTRO DE SAUDE/UNIDADE BASICA
2788519,UBS SACOMA EDMUNDO SUSSUMU FUJITA,CENTRO DE SAUDE/UNIDADE BASICA
2752336,UBS SANTA CECILIA DR HUMBERTO PASCALE,CENTRO DE SAUDE/UNIDADE BASICA
2091526,UBS SANTA CRUZ,CENTRO DE SAUDE/UNIDADE BASICA
2788608,UBS SANTA INES,CENTRO DE SAUDE/UNIDADE BASICA
2788616,UBS SANTA LUCIA,CENTRO DE SAUDE/UNIDADE BASICA
2788624,UBS SANTA LUZIA,CENTRO DE SAUDE/UNIDADE BASICA
2788411,UBS SANTA MADALENA,CENTRO DE SAUDE/UNIDADE BASICA
2788640,UBS SANTO AMARO DR SERGIO VILLACA BRAGA,CENTRO DE SAUDE/UNIDADE BASICA
4466713,UBS SANTO DIAS,CENTRO DE SAUDE/UNIDADE BASICA
3469042,UBS SANTO ELIAS,CENTRO DE SAUDE/UNIDADE BASICA
3004341,UBS SANTO ESTEVAO,CENTRO DE SAUDE/UNIDADE BASICA
3044750,UBS SAO CARLOS GUAIANASES,CENTRO DE SAUDE/UNIDADE BASICA
3996115,UBS SAO JORGE CIDADE ADEMAR,CENTRO DE SAUDE/UNIDADE BASICA
2788535,UBS SAO MATEUS NAIR ALVES DE REZENDE NORIMBENI,CENTRO DE SAUDE/UNIDADE BASICA
7672578,UBS SAO REMO,CENTRO DE SAUDE/UNIDADE BASICA
5975220,UBS SE,CENTRO DE SAUDE/UNIDADE BASICA
9343148,UBS SEM TERRA (PQ NACOES UNIDAS),CENTRO DE SAUDE/UNIDADE BASICA
9129855,UBS SHANGRILA ELLUS,CENTRO DE SAUDE/UNIDADE BASICA
2788586,UBS SILMARYA REJANE MARCOLINO SOUZA,CENTRO DE SAUDE/UNIDADE BASICA
2074079,UBS TEOTONIO VILELA,CENTRO DE SAUDE/UNIDADE BASICA
2788659,UBS THERSIO VENTURA,CENTRO DE SAUDE/UNIDADE BASICA
9459065,UBS TRES PONTES - SRA FLORISVALDA NASCIMENTO DE SOUZA,CENTRO DE SAUDE/UNIDADE BASICA
2788667,UBS UNIAO DAS VILAS DE TAIPAS,CENTRO DE SAUDE/UNIDADE BASICA
2819856,UBS UNIAO DE VILA NOVA,CENTRO DE SAUDE/UNIDADE BASICA
2789280,UBS VARGEM GRANDE,CENTRO DE SAUDE/UNIDADE BASICA
2789299,UBS VARGINHA,CENTRO DE SAUDE/UNIDADE BASICA
2789302,UBS VELEIROS,CENTRO DE SAUDE/UNIDADE BASICA
2086816,UBS VERA CRUZ DR FERNANDO PROENCA DE GOUVEA,CENTRO DE SAUDE/UNIDADE BASICA
2027275,UBS VILA ALBERTINA DR OSVALDO MARCAL,CENTRO DE SAUDE/UNIDADE BASICA
2045451,UBS VILA ALPINA DR HERMINIO MOREIRA,CENTRO DE SAUDE/UNIDADE BASICA
2788675,UBS VILA ANASTACIO,CENTRO DE SAUDE/UNIDADE BASICA
2788683,UBS VILA ANGLO JOSE SERRA RIBEIRO,CENTRO DE SAUDE/UNIDADE BASICA
2788705,UBS VILA APARECIDA,CENTRO DE SAUDE/UNIDADE BASICA
2788713,UBS VILA ARAPUA NELSON MORAES,CENTRO DE SAUDE/UNIDADE BASICA
2788721,UBS VILA ARICANDUVA,CENTRO DE SAUDE/UNIDADE BASICA
2788748,UBS VILA ARRIETE DECIO PACHECO PEDROSO,CENTRO DE SAUDE/UNIDADE BASICA
2752212,UBS VILA AURORA DOMINGOS MAZZONETO DE CILO,CENTRO DE SAUDE/UNIDADE BASICA
2752344,UBS VILA BERTIOGA DOMINGOS DELASCIO,CENTRO DE SAUDE/UNIDADE BASICA
2788764,UBS VILA BORGES,CENTRO DE SAUDE/UNIDADE BASICA
6377742,UBS VILA CAIUBA,CENTRO DE SAUDE/UNIDADE BASICA
3762831,UBS VILA CALU,CENTRO DE SAUDE/UNIDADE BASICA
6165516,UBS VILA CAMPESTRE,CENTRO DE SAUDE/UNIDADE BASICA
7136617,UBS VILA CANAA,CENTRO DE SAUDE/UNIDADE BASICA
2788772,UBS VILA CARMOSINA,CENTRO DE SAUDE/UNIDADE BASICA
2752352,UBS VILA CARRAO DR ADHEMAR MONTEIRO PACHECO,CENTRO DE SAUDE/UNIDADE BASICA
2788780,UBS VILA CHABILANDIA,CENTRO DE SAUDE/UNIDADE BASICA
2079070,UBS VILA CISPER,CENTRO DE SAUDE/UNIDADE BASICA
2788799,UBS VILA CONSTANCIA VICENTE OCTAVIO GUIDA,CENTRO DE SAUDE/UNIDADE BASICA
2789310,UBS VILA COSMOPOLITA,CENTRO DE SAUDE/UNIDADE BASICA
2788802,UBS VILA CURUCA,CENTRO DE SAUDE/UNIDADE BASICA
2788810,UBS VILA DALVA ENG GUILHERME H PINTO COELHO,CENTRO DE SAUDE/UNIDADE BASICA
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA
2788829,UBS VILA DAS MERCES,CENTRO DE SAUDE/UNIDADE BASICA
2788837,UBS VILA DIONISIA,CENTRO DE SAUDE/UNIDADE BASICA
6974511,UBS VILA DIONISIA II,CENTRO DE SAUDE/UNIDADE BASICA
2788845,UBS VILA EDE,CENTRO DE SAUDE/UNIDADE BASICA
9624988,UBS VILA EMA DR FUAD KASSAB,CENTRO DE SAUDE/UNIDADE BASICA
2788853,UBS VILA ESPANHOLA,CENTRO DE SAUDE/UNIDADE BASICA
2788861,UBS VILA ESPERANCA DR CASSIO BITTENCOURT FILHO,CENTRO DE SAUDE/UNIDADE BASICA
2788888,UBS VILA ESPERANCA DR EMILIO SANTIAGO OLIVEIRA,CENTRO DE SAUDE/UNIDADE BASICA
4049799,UBS VILA FORMOSA COMENDADOR JOSE GONZALEZ,CENTRO DE SAUDE/UNIDADE BASICA
2788918,UBS VILA FORMOSA I DR ANTONIO DA SILVEIRA E OLIVEIRA,CENTRO DE SAUDE/UNIDADE BASICA
2788896,UBS VILA FORMOSA II,CENTRO DE SAUDE/UNIDADE BASICA
2788926,UBS VILA GRANADA DR ALFREDO FERREIRA PAULINO FILHO,CENTRO DE SAUDE/UNIDADE BASICA
2788934,UBS VILA GUACURI CICERO SERGIO CAVALCANTE,CENTRO DE SAUDE/UNIDADE BASICA
2788942,UBS VILA GUARANI,CENTRO DE SAUDE/UNIDADE BASICA
2788950,UBS VILA GUILHERME (EX AMA/UBS-08/2022),CENTRO DE SAUDE/UNIDADE BASICA
2788969,UBS VILA GUILHERMINA DR AMERICO RASPA NETO,CENTRO DE SAUDE/UNIDADE BASICA
2787598,UBS VILA GUMERCINDO PROF JANDIRA MASSUR,CENTRO DE SAUDE/UNIDADE BASICA
2026961,UBS VILA HELOISA,CENTRO DE SAUDE/UNIDADE BASICA
2788977,UBS VILA IMPERIO DRA GILDA TERA TAHIRA,CENTRO DE SAUDE/UNIDADE BASICA
2788985,UBS VILA IPOJUCA WANDA COELHO DE MORAES,CENTRO DE SAUDE/UNIDADE BASICA
2752271,UBS VILA ITAPEMA,CENTRO DE SAUDE/UNIDADE BASICA
2788993,UBS VILA IZOLINA MAZZEI,CENTRO DE SAUDE/UNIDADE BASICA
2789000,UBS VILA JACUI,CENTRO DE SAUDE/UNIDADE BASICA
2789019,UBS VILA JAGUARA,CENTRO DE SAUDE/UNIDADE BASICA
2751828,UBS VILA JOANIZA JOAO YUNES,CENTRO DE SAUDE/UNIDADE BASICA
2068109,UBS VILA LEONOR,CENTRO DE SAUDE/UNIDADE BASICA
2789027,UBS VILA MAGGI,CENTRO DE SAUDE/UNIDADE BASICA
2789035,UBS VILA MANGALOT,CENTRO DE SAUDE/UNIDADE BASICA
6332501,UBS VILA MARCELO,CENTRO DE SAUDE/UNIDADE BASICA
2027720,UBS VILA MARIA LUIZ PAULO GNECCO,CENTRO DE SAUDE/UNIDADE BASICA
5662699,UBS VILA MARIANA DIOGO NOMURA,CENTRO DE SAUDE/UNIDADE BASICA
