CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO
3382613,CEO II PENHA DR WILSON FERREIRA DO VALE,CLINICA/CENTRO DE ESPECIALIDADE
7999100,CEO II PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE
7988176,CEO II SANTANA,CLINICA/CENTRO DE ESPECIALIDADE
7979355,CEO II SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE
9021701,CEO II SAPOPEMBA,CLINICA/CENTRO DE ESPECIALIDADE
9144161,CEO II VERA CRUZ M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE
7988141,CEO II VILA BERTIOGA,CLINICA/CENTRO DE ESPECIALIDADE
9021752,CEO II VILA CARRAO,CLINICA/CENTRO DE ESPECIALIDADE
9282394,CEO II VILA MARIA VILA GUILHERME,CLINICA/CENTRO DE ESPECIALIDADE
7382413,CEO III ALTO DA BOA VISTA,CLINICA/CENTRO DE ESPECIALIDADE
6559824,CEO III FOUSP,CLINICA/CENTRO DE ESPECIALIDADE
5012600,CEO III PARELHEIROS YVETTE RANZANI VIEGAS,CLINICA/CENTRO DE ESPECIALIDADE
2072270,CEO III PROF ALFREDO REIS VIEGAS,CLINICA/CENTRO DE ESPECIALIDADE
7975473,CEO III SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE
5380197,CEO III VISCONDE DE ITAUNA,CLINICA/CENTRO DE ESPECIALIDADE
7979371,CEO ITAIM PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE
7954913,CER II BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE
5468094,CER II CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE
6930980,CER II FREGUESIA DO O / BRASILANDIA,CLINICA/CENTRO DE ESPECIALIDADE
4934741,CER II GIRASSOL,CLINICA/CENTRO DE ESPECIALIDADE
7739834,CER II GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE
9698892,CER II JACANA,CLINICA/CENTRO DE ESPECIALIDADE
7403496,CER II JARDIM CAMARGO NOVO,CLINICA/CENTRO DE ESPECIALIDADE
7389760,CER II JARDIM CAMPOS,CLINICA/CENTRO DE ESPECIALIDADE
9831061,CER II JARDIM SOARES,CLINICA/CENTRO DE ESPECIALIDADE
6642470,CER II PARELHEIROS,CLINICA/CENTRO DE ESPECIALIDADE
9844597,CER II PARQUE ARTHUR ALVIM,CLINICA/CENTRO DE ESPECIALIDADE
4103947,CER II PERUS,CLINICA/CENTRO DE ESPECIALIDADE
2027607,CER II TATUAPE DR SALOMAO CROCHIK,CLINICA/CENTRO DE ESPECIALIDADE
7798903,CER II TUCURUVI,CLINICA/CENTRO DE ESPECIALIDADE
7736878,CER II VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE
9831045,CER II VILA NOSSA SENHORA APARECIDA,CLINICA/CENTRO DE ESPECIALIDADE
7641982,CER II VILA PRUDENTE,CLINICA/CENTRO DE ESPECIALIDADE
9335560,CER III CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE
7766904,CER III CARANDIRU,CLINICA/CENTRO DE ESPECIALIDADE
7706332,CER III CIDADE ADEMAR,CLINICA/CENTRO DE ESPECIALIDADE
9831037,CER III ERMELINO MATARAZZO,CLINICA/CENTRO DE ESPECIALIDADE
4215818,CER III INTERLAGOS,CLINICA/CENTRO DE ESPECIALIDADE
7646410,CER III LAPA,CLINICA/CENTRO DE ESPECIALIDADE
4223063,CER III MOEMA,CLINICA/CENTRO DE ESPECIALIDADE
7641974,CER III PENHA,CLINICA/CENTRO DE ESPECIALIDADE
4076133,CER III PIRITUBA LIBERATO RAGONHA,CLINICA/CENTRO DE ESPECIALIDADE
6516998,CER III SANTO AMARO,CLINICA/CENTRO DE ESPECIALIDADE
7393822,CER III SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE
7641990,CER III SAPOPEMBA,CLINICA/CENTRO DE ESPECIALIDADE
7407610,CER III SE,CLINICA/CENTRO DE ESPECIALIDADE
7642008,CER IV FLAVIO GIANNOTTI,CLINICA/CENTRO DE ESPECIALIDADE
6657141,CER IV M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE
9844589,CER IV MILTON ALDRED,CLINICA/CENTRO DE ESPECIALIDADE
7642016,CER IV SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE
3389790,CEREST-CENT.REF EST SAUDE DO TRABALHADOR-SES,CLINICA/CENTRO DE ESPECIALIDADE
5882745,CID MOOCA,CLINICA/CENTRO DE ESPECIALIDADE
6233422,CLINICA DE NEFROLOGIA RENALCLASS,CLINICA/CENTRO DE ESPECIALIDADE
5263719,CLINICA ESPEC ALLERGY,CLINICA/CENTRO DE ESPECIALIDADE
3044742,CLINICA FIDI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3399222,CLINICA HCM HIGEIA,CLINICA/CENTRO DE ESPECIALIDADE
2073471,CLINICA LESTE,CLINICA/CENTRO DE ESPECIALIDADE
6228194,CLINICA NEFROLOGICA DO ITAIM PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE
7499078,CLINICA NEFROLOGICA SANTA CATARINA,CLINICA/CENTRO DE ESPECIALIDADE
2048094,CLINICA NEFROLOGICA SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE
5375711,CLINICA ODONTO ADYR A.GURGEL (MUN_MAIO/07),CLINICA/CENTRO DE ESPECIALIDADE
9547231,CLINICA ZDI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2091569,CNTT CLINICA NEFROLOGICA,CLINICA/CENTRO DE ESPECIALIDADE
2088932,COLSAN - SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2765985,COMPLEXO REGULADOR MUN SAO PAULO,CENTRAL DE REGULACAO DO ACESSO
0847275,CONSULTORIO CIES PIRITUBA,UNIDADE MOVEL TERRESTRE
3141446,COORDENADORIA DE VIGILANCIA EM SAUDE - COVISA,UNIDADE DE VIGILANCIA EM SAUDE
3446875,COORDENADORIA REGIONAL DE SAUDE LESTE,CENTRAL DE GESTAO EM SAUDE
3446840,COORDENADORIA REGIONAL DE SAUDE NORTE,CENTRAL DE GESTAO EM SAUDE
3446905,COORDENADORIA REGIONAL DE SAUDE OESTE,CENTRAL DE GESTAO EM SAUDE
3446913,COORDENADORIA REGIONAL DE SAUDE SUDESTE,CENTRAL DE GESTAO EM SAUDE
3446867,COORDENADORIA REGIONAL DE SAUDE SUL,CENTRAL DE GESTAO EM SAUDE
4042093,CR DOR CRONICA BOM RETIRO,CLINICA/CENTRO DE ESPECIALIDADE
2979497,CR DOR CRONICA LESTE,CLINICA/CENTRO DE ESPECIALIDADE
4145925,CR DOR CRONICA OESTE,CLINICA/CENTRO DE ESPECIALIDADE
5992842,CR DOR CRONICA PARQUE MARIA HELENA,CLINICA/CENTRO DE ESPECIALIDADE
4076125,CR DOR CRONICA PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE
0481300,CR DOR CRONICA VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE
2786796,CR PICS BOSQUE DA SAUDE,CLINICA/CENTRO DE ESPECIALIDADE
9113118,CR PICS CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE
9089772,CR PICS ERMELINO MATARAZZO - PRIMAVERA,CLINICA/CENTRO DE ESPECIALIDADE
5841666,CR PICS GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE
3826872,CR PICS SAO MATEUS - PROF JOSE FELICIANO DO NASCIMENTO,CLINICA/CENTRO DE ESPECIALIDADE
3475182,CR PICS SE,CLINICA/CENTRO DE ESPECIALIDADE
4042115,CR POP TRANSEXUAIS E TRAVESTIS JANAINA LIMA,CLINICA/CENTRO DE ESPECIALIDADE
2786664,CR ST ANDRE GRABOIS,CLINICA/CENTRO DE ESPECIALIDADE
2786672,CR ST FREGUESIA DO O,CLINICA/CENTRO DE ESPECIALIDADE
2046377,CR ST LAPA,CLINICA/CENTRO DE ESPECIALIDADE
6357091,CR ST LESTE,CLINICA/CENTRO DE ESPECIALIDADE
2752034,CR ST SANTO AMARO,CLINICA/CENTRO DE ESPECIALIDADE
2086794,CR ST SUDESTE MOOCA,CLINICA/CENTRO DE ESPECIALIDADE
5301238,CREN VILA JACUI PADRE TICAO,CLINICA/CENTRO DE ESPECIALIDADE
5141923,CREN VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE
0274518,CROOKES SERVICOS MEDICOS,CLINICA/CENTRO DE ESPECIALIDADE
3913007,CS ESCOLA BARRA FUNDA ALEXANDRE VRANJAC,CENTRO DE SAUDE/UNIDADE BASICA
2091321,CS ESCOLA GERALDO DE PAULA SOUZA,CENTRO DE SAUDE/UNIDADE BASICA
2091348,CS ESCOLA SAMUEL B PESSOA,CENTRO DE SAUDE/UNIDADE BASICA
2068966,CS SES PINHEIROS-VICTOR A H MELLO,CLINICA/CENTRO DE ESPECIALIDADE
3009769,CTA IST AIDS CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE
3024652,CTA IST AIDS DR SERGIO AROUCA,CLINICA/CENTRO DE ESPECIALIDADE
7047568,CTA IST AIDS GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE
2752042,CTA IST AIDS HENFIL HENRIQUE DE SOUZA FILHO,CLINICA/CENTRO DE ESPECIALIDADE
0932507,CTA IST AIDS ITINERANTE DA CIDADE DE SAO PAULO,UNIDADE MOVEL TERRESTRE
3417794,CTA IST AIDS JOSE ARAUJO LIMA FILHO,CLINICA/CENTRO DE ESPECIALIDADE
7045212,CTA IST AIDS MOOCA,CLINICA/CENTRO DE ESPECIALIDADE
2752050,CTA IST AIDS PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE
2027259,CTA IST AIDS SANTO AMARO PAULA LEGNO,CLINICA/CENTRO DE ESPECIALIDADE
2752069,CTA IST AIDS SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE
4581679,CUIDAR MEDICINA RESPIRATORIA E DO SONO,POLICLINICA
3064174,DAVITA ARICANDUVA,CLINICA/CENTRO DE ESPECIALIDADE
7561709,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEFROLOGIA,CLINICA/CENTRO DE ESPECIALIDADE
2698889,DAVITA CAMBUCI,CLINICA/CENTRO DE ESPECIALIDADE
5550637,DAVITA JOAO DIAS,CLINICA/CENTRO DE ESPECIALIDADE
2048116,DAVITA MORUMBI,CLINICA/CENTRO DE ESPECIALIDADE
2091615,DAVITA PENHA,CLINICA/CENTRO DE ESPECIALIDADE
2048302,DAVITA PERDIZES,CLINICA/CENTRO DE ESPECIALIDADE
2057077,DAVITA SANTANA,CLINICA/CENTRO DE ESPECIALIDADE
6207693,DAVITA SERVICOS DE NEFROLOGIA JARDIM DAS IMBUIAS,CLINICA/CENTRO DE ESPECIALIDADE
2039559,DAVITA SERVICOS DE NEFROLOGIA LAPA,CLINICA/CENTRO DE ESPECIALIDADE
2048078,DAVITA SERVICOS DE NEFROLOGIA LTDA,CLINICA/CENTRO DE ESPECIALIDADE
2058553,DAVITA SERVICOS DE NEFROLOGIA MOOCA LTDA,CLINICA/CENTRO DE ESPECIALIDADE
2032228,DAVITA SERVICOS DE NEFROLOGIA POMPEIA,CLINICA/CENTRO DE ESPECIALIDADE
3524086,DAVITA SERVICOS DE NEFROLOGIA VILA OLIMPIA,CLINICA/CENTRO DE ESPECIALIDADE
3443833,DIAGNOSTIKA UND DIAG PAT CIR E CITOL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3495469,DIAMED,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5015774,DIGIMAGEM HERMES PARDINI ITAIM,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7496532,DIGIMAGEM HERMES PARDINI ITAQUERA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
9317880,DIGIMAGEM HERMES PARDINI MORUMBI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7269560,DIGIMAGEM HERMES PARDINI SANTANA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5015804,DIGIMAGEM HERMES PARDINI TATUAPE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3306704,DIMEDI - INSTITUTO DE MEDICINA DIGITAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
9286802,DIMEN SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
9893822,DN SERVICOS MEDICOS,UNIDADE MOVEL TERRESTRE
5534305,DOCWAY,TELESSAUDE
7549598,DR CONSULTA - JABAQUARA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0483214,EL DIAGNOSTICOS JABAQUARA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7582617,EL DIAGNOSTICOS PENHA DE FRANCA,CLINICA/CENTRO DE ESPECIALIDADE
9332952,EL DIAGNOSTICOS SANTANA,CLINICA/CENTRO DE ESPECIALIDADE
2071282,ENESP-EQUIPE NEFROLOGIA DE SP LTDA,CLINICA/CENTRO DE ESPECIALIDADE
4631137,ESTACAO PREVENCAO CAPAO REDONDO,CLINICA/CENTRO DE ESPECIALIDADE
4164997,ESTACAO PREVENCAO JORGE BELOQUI,CLINICA/CENTRO DE ESPECIALIDADE
2091453,FACULDADE DE ODONTOLOGIA USP,CLINICA/CENTRO DE ESPECIALIDADE
6578632,FARMACIA MEDEX CENTRO DE REFERENCIA DA SAUDE DA MULHER,FARMACIA
6352790,FARMACIA MEDEX CRT AIDS,FARMACIA
6578640,FARMACIA MEDEX DR GERALDO BOURROUL,FARMACIA
3554481,FARMACIA MEDEX DRS I GRANDE SAO PAULO VILA MARIANA,FARMACIA
6503829,FARMACIA MEDEX HCFMUSP SAO PAULO,FARMACIA
6423094,FARMACIA MEDEX HOSPITAL HELIOPOLIS,FARMACIA
6557961,FARMACIA MEDEX HSPE IAMSPE SAO PAULO,FARMACIA
6352820,FARMACIA MEDEX INST DANTE PAZZANESE CARD,FARMACIA
3554538,FARMACIA MEDEX SES-AME MARIA ZELIA,FARMACIA
3554503,FARMACIA MEDEX SES-PAM VARZEA DO CARMO,FARMACIA
2069601,FUND ONCOCENTRO DE SAO PAULO,CLINICA/CENTRO DE ESPECIALIDADE
2688530,FUND SAO PAULO-DERDIC,CLINICA/CENTRO DE ESPECIALIDADE
2090155,GAN GRUPO DE APOIO NEFROLOGICO SC LTDA,POLICLINICA
4250133,GESTAO MEDICA INTELIGENTE PARTICIPACOES GMI,CONSULTORIO ISOLADO
5570948,GETCARE,TELESSAUDE
7431996,GHELFOND DIAGNOSTICOS UNIDADE IPIRANGA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6753345,GRUPO DIFFUSION,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2088789,HEMOCENTRO DE SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2983974,HERMES ANALIA FRANCO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2920832,HERMES LAPA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2920883,HERMES PARDINI FREGUESIA DO O,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2946785,HERMES PARDINI SANTO AMARO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2920891,HERMES PARDINI TATUAPE TUIUTI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2920840,HERMES SANTA CRUZ,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2920859,HERMES SAO JUDAS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2920875,HERMES SAO MIGUEL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3579328,HOPE,CONSULTORIO ISOLADO
2688522,HOSP CASA DE DAVID,HOSPITAL ESPECIALIZADO
2078015,HOSP CLINICAS - HC DA FMUSP,HOSPITAL GERAL
2078600,HOSP DA AERONAUTICA DE SP,HOSPITAL GERAL
2075962,HOSP DA STA CASA DE STO AMARO,HOSPITAL GERAL
2752077,HOSP DO SERV PUB MUNICIPAL - HSPM,HOSPITAL GERAL
2077469,HOSP DOM ALVARENGA,HOSPITAL GERAL
2028840,HOSP EST - INSTITUTO DE INFECTOLOGIA EMILIO RIBAS,HOSPITAL GERAL
2088495,HOSP EST DANTE PAZZANESE- FUND ADIB JATENE,HOSPITAL ESPECIALIZADO
2077671,HOSP EST GRAJAU,HOSPITAL GERAL
2079240,HOSP EST GUAIANASES - JESUS TEIXEIRA DA COSTA,HOSPITAL GERAL
2066572,HOSP EST HELIOPOLIS,HOSPITAL GERAL
2088517,HOSP EST INF CANDIDO FONTOURA,HOSPITAL ESPECIALIZADO
2071371,HOSP EST INF DARCY VARGAS,HOSPITAL ESPECIALIZADO
2077523,HOSP EST IPIRANGA,HOSPITAL GERAL
2077620,HOSP EST ITAIM PAULISTA,HOSPITAL GERAL
5437156,HOSP EST LOCAL DE SAPOPEMBA,HOSPITAL GERAL
2077574,HOSP EST MANDAQUI,HOSPITAL GERAL
2065665,HOSP EST MAT INTERLAGOS,HOSPITAL ESPECIALIZADO
2077701,HOSP EST MAT LEONOR MENDES DE BARROS,HOSPITAL ESPECIALIZADO
2066092,HOSP EST PEDREIRA,HOSPITAL GERAL
2688514,HOSP EST PSIQUIATRICO DE VILA MARIANA,HOSPITAL ESPECIALIZADO
2091313,HOSP EST REGIONAL SUL,HOSPITAL GERAL
2077493,HOSP EST SAO MATEUS,HOSPITAL GERAL
2091585,HOSP EST SAPOPEMBA,HOSPITAL GERAL
2082225,HOSP EST TAIPAS - KATIA DE S RODRIGUES,HOSPITAL GERAL
2088576,HOSP EST TRANSPLANT EURYCLIDES DE JESUS ZERBINI,HOSPITAL GERAL
2091356,HOSP EST VITAL BRAZIL,HOSPITAL ESPECIALIZADO
2077426,HOSP EST VL ALPINA - HENRIQUE ALTIMEYER,HOSPITAL GERAL
2688573,HOSP EST VL NOVA CACHOEIRINHA,HOSPITAL GERAL
2091755,HOSP EST VL PENTEADO - DR JOSE PANGELLA,HOSPITAL GERAL
2077752,HOSP MONUMENTO-CEHM,HOSPITAL GERAL
0102075,HOSP MUN BELA VISTA SANTA DULCE DOS POBRES,HOSPITAL GERAL
0102105,HOSP MUN BRASILANDIA ADIB JATENE,HOSPITAL GERAL
2786680,HOSP MUN CAMPO LIMPO FERNANDO MAURO PIRES DA ROCHA,HOSPITAL GERAL
7992890,HOSP MUN CAPELA DO SOCORRO,HOSPITAL GERAL
5420938,HOSP MUN CIDADE TIRADENTES CARMEN PRUDENTE,HOSPITAL GERAL
2084473,HOSP MUN DR IGNACIO PROENCA DE GOUVEA,HOSPITAL GERAL
2082829,HOSP MUN ERMELINO MATARAZZO PROF DR ALIPIO CORREA NETTO,HOSPITAL GERAL
7711980,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,HOSPITAL GERAL
0161438,HOSP MUN GUARAPIRANGA,HOSPITAL GERAL
2078325,HOSP MUN INFANTIL MENINO JESUS,HOSPITAL ESPECIALIZADO
2077639,HOSP MUN ITAQUERA PROF DR WALDOMIRO DE PAULA,HOSPITAL GERAL
2081970,HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA,HOSPITAL GERAL
2084139,HOSP MUN JARDIM IVA DR BENEDITO MONTENEGRO,HOSPITAL GERAL
9465464,HOSP MUN JOSANIAS CASTANHA BRAGA,HOSPITAL GERAL
5718368,HOSP MUN M BOI MIRIM DR MOYSES DEUSTSCH,HOSPITAL GERAL
2079186,HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA,HOSPITAL ESPECIALIZADO
2075717,HOSP MUN MATERNIDADE PROF MARIO DEGNI,HOSPITAL GERAL
2077450,HOSP MUN PIRITUBA JOSE SOARES HUNGRIA,HOSPITAL GERAL
6998194,HOSP MUN SOROCABANA,HOSPITAL GERAL
2080346,HOSP MUN TATUAPE DR CARMINO CARICCHIO,HOSPITAL GERAL
2080583,HOSP MUN TIDE SETUBAL,HOSPITAL GERAL
3212130,HOSP MUN VILA MARIA VEREADOR JOSE STOROPOLLI,HOSPITAL GERAL
2080788,HOSP MUN VILA NHOCUNE ALEXANDRE ZAIO,HOSPITAL GERAL
2091399,HOSP N SRA DO PARI,HOSPITAL ESPECIALIZADO
2089777,HOSP NIPO BRASILEIRO,HOSPITAL GERAL
2077477,HOSP STA MARCELINA,HOSPITAL GERAL
2076926,HOSP UNIVERSITARIO - HU/USP,HOSPITAL GERAL
2091666,HOSP WLADIM ARRUDA,HOSPITAL/DIA - ISOLADO
2077388,HOSPITAL AMPARO MATERNAL,HOSPITAL ESPECIALIZADO
2080575,HOSPITAL BP,HOSPITAL GERAL
2078570,HOSPITAL CANTAREIRA,HOSPITAL GERAL
2751852,HOSPITAL DIA - VILA PRUDENTE,HOSPITAL/DIA - ISOLADO
7019076,HOSPITAL DIA - BRASILANDIA FO,HOSPITAL/DIA - ISOLADO
2027240,HOSPITAL DIA - BUTANTA,HOSPITAL/DIA - ISOLADO
6998178,HOSPITAL DIA - CAMPO LIMPO - JARDIM PIRAJUSSARA,HOSPITAL/DIA - ISOLADO
2751925,HOSPITAL DIA - CIDADE ADEMAR,HOSPITAL/DIA - ISOLADO
2751860,HOSPITAL DIA - FLAVIO GIANNOTTI,HOSPITAL/DIA - ISOLADO
6136028,HOSPITAL DIA - ITAIM PAULISTA,HOSPITAL/DIA - ISOLADO
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO
7378394,HOSPITAL DIA - M BOI MIRIM II - VERA CRUZ,HOSPITAL/DIA - ISOLADO
6135749,HOSPITAL DIA - MOOCA,HOSPITAL/DIA - ISOLADO
2751933,HOSPITAL DIA - PENHA - HATIRO SHIMOMOTO,HOSPITAL/DIA - ISOLADO
9950931,HOSPITAL DIA - SANTO AMARO,HOSPITAL/DIA - ISOLADO
6391869,HOSPITAL DIA - SAO MATEUS DR HENRIQUE C GONCALVES,HOSPITAL/DIA - ISOLADO
2751976,HOSPITAL DIA - SAO MIGUEL DR TITO LOPES DA SILVA,HOSPITAL/DIA - ISOLADO
7979649,HOSPITAL DIA - VILA GUILHERME,HOSPITAL/DIA - ISOLADO
8032653,HOSPITAL DIA CAPELA DO SOCORRO,HOSPITAL/DIA - ISOLADO
2081288,HOSPITAL DO CORACAO,HOSPITAL GERAL
2089785,HOSPITAL DO RIM E HIPERTENSAO,HOSPITAL ESPECIALIZADO
2089602,HOSPITAL DO SEPACO,HOSPITAL GERAL
2058502,HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA,HOSPITAL GERAL
2078589,HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL,HOSPITAL GERAL
2688581,HOSPITAL GERIATRICO E CONVALESC D PEDRO II,HOSPITAL GERAL
2089696,HOSPITAL GRAACC INSTITUTO DE ONCOLOGIA PEDIATRICA IOP,HOSPITAL ESPECIALIZADO
2058391,HOSPITAL ISRAELITA ALBERT EINSTEIN,HOSPITAL GERAL
2082624,HOSPITAL JAPONES SANTA CRUZ,HOSPITAL GERAL
2077507,HOSPITAL LEFORTE - LIBERDADE,HOSPITAL GERAL
7252455,HOSPITAL PROFESSORA LYDIA STOROPOLI,HOSPITAL GERAL
2079445,HOSPITAL SANTA ISABEL,HOSPITAL GERAL
3039420,HOSPITAL SAO CAMILO SANTANA,HOSPITAL GERAL
2076896,HOSPITAL SAO LUIZ GONZAGA,HOSPITAL GERAL
2077485,HOSPITAL SAO PAULO - UNIFESP,HOSPITAL GERAL
3701832,HOSPITAL SILVIO ROMERO,HOSPITAL GERAL
2079127,HOSPITAL SIRIO LIBANES,HOSPITAL GERAL
5130883,HSOLHOS,CLINICA/CENTRO DE ESPECIALIDADE
3975363,I9MED DIGITAL,CLINICA/CENTRO DE ESPECIALIDADE
7655037,ICRESP INSTITUTO DE CARDIOLOGIA E DORFMAN E COSTA SERVICOS,CLINICA/CENTRO DE ESPECIALIDADE
5177022,IMEDI - INSTITUTO DE MEDICINA DIAGNOSTICA (DESATIVADO 09/2022),UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0255661,IMPAR SERVICOS HOSPITALARES FILIAL SANTA PAULA,HOSPITAL GERAL
9684956,INSIDE DIAGNOSTICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2091364,INST ADOLFO LUTZ,LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN
2077590,INST BRAS. CONTROLE CANCER-IBCC,HOSPITAL ESPECIALIZADO
2091550,INST CEMA DE OFTALMO E OTORRINO,HOSPITAL GERAL
2057220,INST CLEMENTE FERREIRA,CLINICA/CENTRO DE ESPECIALIDADE
3651185,INST DA VISAO,CLINICA/CENTRO DE ESPECIALIDADE
7096712,INST DA VISAO - V CARMOSINA,CLINICA/CENTRO DE ESPECIALIDADE
2812703,INST DE PSIQUIATRIA - HC/FMUSP,HOSPITAL ESPECIALIZADO
5451612,INST DE REABILITACAO LUCY MONTORO,HOSPITAL ESPECIALIZADO
6123740,INST DO CANCER DO ESTADO DE SAO PAULO,HOSPITAL ESPECIALIZADO
2071568,INST DO CORACAO - INCOR - HC/FMUSP,HOSPITAL ESPECIALIZADO
2032759,INST PASTEUR SES,LABORATORIO DE SAUDE PUBLICA
2688638,INST SUEL ABUJAMRA,HOSPITAL ESPECIALIZADO
7572468,INSTITUTO DA VISAO,HOSPITAL/DIA - ISOLADO
8300127,INSTITUTO DA VISAO IPEPO,CLINICA/CENTRO DE ESPECIALIDADE
7097670,INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2080125,INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO,HOSPITAL ESPECIALIZADO
9856110,INSTITUTO HOC DE HEMOTERAPIA,CLINICA/CENTRO DE ESPECIALIDADE
2091593,INSTITUTO JO CLEMENTE,POLICLINICA
4191455,INSTITUTO JO CLEMENTE UNIDADE ITAIM BIBI,POLICLINICA
5598419,INSTITUTO MEDICO PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE
4740939,INSTITUTO OFTALMOLOGICO PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE
2089084,INSTITUTO RUBEM BERTA,HOSPITAL ESPECIALIZADO
2926555,INSTITUTO SUEL ABUJAMRA LIBERDADE,CLINICA/CENTRO DE ESPECIALIDADE
2092344,IPGG INST PAUL GERI E GERONT JOSE ERMIRIO DE MORAES,CLINICA/CENTRO DE ESPECIALIDADE
5231949,IRNAC TERAPIAS AQUATICAS,CLINICA/CENTRO DE ESPECIALIDADE
6988210,ISMD INSTITUTO SUPERIOR DE MEDICINA LTDA,CLINICA/CENTRO DE ESPECIALIDADE
2089025,LAB AFIP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3204723,LAB GHELFOND - ANGELICA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2027097,LAB MUN DA REGIAO SUDESTE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7895178,LAB MUN DE ANALISES TOXICOLOGICAS MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
