CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,COD_CEP,BAIRRO,ZONA
7134517,BIOFAST MEDICINA E SAUDE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05347020,Jaguaré,Zona Oeste
3684865,BIOFAST MEDICINA E SAUDE LTDA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05347020,Jaguaré,Zona Oeste
7526490,BIOFAST PLUS SANTANA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02034006,Santana,Zona Norte
7526512,BIOFAST PLUS SANTO AMARO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04733200,Santo Amaro,Zona Sul
0248665,BIOFAST PLUS TATUAPE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03310000,Vila Gomes Cardim,Zona Leste
0884413,BIOSCIENCE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03115020,Mooca,Zona Leste
9270132,CACAU 2,CLINICA/CENTRO DE ESPECIALIDADE,04025014,Vila Clementino,Zona Sul
2077418,CAISM PHILIPPE PINEL,HOSPITAL ESPECIALIZADO,02938000,Pirituba,Zona Norte
2070766,CAISM-DR DAVI CAPISTRANO - HOSP EST AGUA FUNDA,HOSPITAL ESPECIALIZADO,04301002,Saúde,Zona Sul
2068915,CAPS AD CRATOD C. REF TABACO ALCOOL OUT DROGAS,CLINICA/CENTRO DE ESPECIALIDADE,01121000,Bom Retiro,Centro
9688463,CAPS AD II CANGAIBA,CENTRO DE ATENCAO PSICOSSOCIAL,03714010,Vila Mesquita,Zona Leste
0466956,CAPS AD II CIDADE ADEMAR,CENTRO DE ATENCAO PSICOSSOCIAL,04462000,Jardim da Pedreira,Zona Sul
2786567,CAPS AD II ERMELINO MATARRAZO,CENTRO DE ATENCAO PSICOSSOCIAL,03805070,Parque Boturussu,Zona Leste
6416691,CAPS AD II GUAIANASES,CENTRO DE ATENCAO PSICOSSOCIAL,08410020,Vila Princesa Isabel,Zona Leste
2815427,CAPS AD II JABAQUARA,CENTRO DE ATENCAO PSICOSSOCIAL,04313160,Vila Guarani (Z Sul),Zona Sul
3314359,CAPS AD II JARDIM NELIA,CENTRO DE ATENCAO PSICOSSOCIAL,08120470,Itaim Paulista,Zona Leste
3313344,CAPS AD II MOOCA,CENTRO DE ATENCAO PSICOSSOCIAL,03163040,Belenzinho,Zona Leste
3010201,CAPS AD II PINHEIROS,CENTRO DE ATENCAO PSICOSSOCIAL,05429010,Pinheiros,Zona Oeste
6586147,CAPS AD II SACOMA,CENTRO DE ATENCAO PSICOSSOCIAL,04217000,Ipiranga,Zona Sul
2786559,CAPS AD II SANTO AMARO,CENTRO DE ATENCAO PSICOSSOCIAL,04709001,Santo Amaro,Zona Sul
6393411,CAPS AD II SAPOPEMBA,CENTRO DE ATENCAO PSICOSSOCIAL,03922120,Parque dos Bancários,Zona Leste
2091429,CAPS AD II VILA MADALENA PROSAM,CENTRO DE ATENCAO PSICOSSOCIAL,05438100,Sumarezinho,Zona Oeste
2042924,CAPS AD II VILA MARIANA,CENTRO DE ATENCAO PSICOSSOCIAL,04065004,Planalto Paulista,Zona Sul
2960281,CAPS AD III ARMENIA,CENTRO DE ATENCAO PSICOSSOCIAL,01109040,Luz,Centro
2960303,CAPS AD III BORACEA,CENTRO DE ATENCAO PSICOSSOCIAL,01135000,Barra Funda,Centro
9688455,CAPS AD III BUTANTA,CENTRO DE ATENCAO PSICOSSOCIAL,05615140,Vila Progredior,Zona Oeste
6148387,CAPS AD III CACHOEIRINHA,CENTRO DE ATENCAO PSICOSSOCIAL,02634070,Jardim Peri,Zona Norte
7497857,CAPS AD III CAMPO LIMPO,CENTRO DE ATENCAO PSICOSSOCIAL,05786080,Vila Pirajussara,Zona Oeste
5608678,CAPS AD III CAPELA DO SOCORRO,CENTRO DE ATENCAO PSICOSSOCIAL,04836500,Jardim Panorama (Zona Sul),Zona Sul
2786532,CAPS AD III CENTRO,CENTRO DE ATENCAO PSICOSSOCIAL,01020030,Sé,Centro
6964036,CAPS AD III COMPLEXO PRATES,CENTRO DE ATENCAO PSICOSSOCIAL,01009000,Centro,Centro
6668127,CAPS AD III FREGUESIA DO O BRASILANDIA,CENTRO DE ATENCAO PSICOSSOCIAL,02845050,Brasilândia,Zona Norte
9685111,CAPS AD III GRAJAU,CENTRO DE ATENCAO PSICOSSOCIAL,04852000,Jardim Shangrilá (Zona Sul),Zona Sul
6245838,CAPS AD III HELIOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL,04230040,Cidade Nova Heliópolis,Zona Sul
5878675,CAPS AD III ITAQUERA,CENTRO DE ATENCAO PSICOSSOCIAL,08295010,Itaquera,Zona Leste
2786540,CAPS AD III JARDIM ANGELA,CENTRO DE ATENCAO PSICOSSOCIAL,04923120,Riviera Paulista,Zona Sul
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,05841000,Vila das Belezas,Zona Oeste
9691553,CAPS AD III LEOPOLDINA,CENTRO DE ATENCAO PSICOSSOCIAL,05319000,Vila Hamburguesa,Zona Oeste
0953709,CAPS AD III PARAISOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL,05656020,Fazenda Morumbi,Zona Oeste
3304566,CAPS AD III PENHA,CENTRO DE ATENCAO PSICOSSOCIAL,03648020,Vila Esperança,Zona Leste
2766221,CAPS AD III PIRITUBA CASA AZUL,CENTRO DE ATENCAO PSICOSSOCIAL,05143000,Jardim Felicidade (Zona Oeste),Zona Oeste
6336302,CAPS AD III SANTANA,CENTRO DE ATENCAO PSICOSSOCIAL,02042000,Jardim São Paulo(Zona Norte),Zona Norte
3025012,CAPS AD III SAO MATEUS,CENTRO DE ATENCAO PSICOSSOCIAL,03961020,Cidade São Mateus,Zona Leste
7024231,CAPS AD III SAO MIGUEL,CENTRO DE ATENCAO PSICOSSOCIAL,08060040,Vila Jacuí,Zona Leste
9363165,CAPS AD IV REDENCAO,CENTRO DE ATENCAO PSICOSSOCIAL,01214100,Campos Elíseos,Centro
3384292,CAPS ADULTO II ARICANDUVA FORMOSA,CENTRO DE ATENCAO PSICOSSOCIAL,03355030,Vila Formosa,Zona Leste
2786516,CAPS ADULTO II BUTANTA,CENTRO DE ATENCAO PSICOSSOCIAL,05516050,Caxingui,Zona Oeste
6280161,CAPS ADULTO II CASA VERDE,CENTRO DE ATENCAO PSICOSSOCIAL,02517150,Jardim das Laranjeiras,Zona Norte
5731194,CAPS ADULTO II CIDADE ADEMAR,CENTRO DE ATENCAO PSICOSSOCIAL,04463030,Balneário Mar Paulista,Zona Sul
6879802,CAPS ADULTO II CIDADE TIRADENTES,CENTRO DE ATENCAO PSICOSSOCIAL,08490800,Jardim Pedra Branca,Zona Leste
2751992,CAPS ADULTO II ERMELINO MATARAZZO,CENTRO DE ATENCAO PSICOSSOCIAL,03802000,Parque Boturussu,Zona Leste
3003167,CAPS ADULTO II GUAIANASES ARTUR BISPO DO ROSARIO,CENTRO DE ATENCAO PSICOSSOCIAL,08410165,Vila Princesa Isabel,Zona Leste
5725437,CAPS ADULTO II ITAIM PAULISTA,CENTRO DE ATENCAO PSICOSSOCIAL,08030050,Vila Curuçá,Zona Leste
2067811,CAPS ADULTO II ITAQUERA,CENTRO DE ATENCAO PSICOSSOCIAL,08210170,Vila Carmosina,Zona Leste
3025438,CAPS ADULTO II JABAQUARA,CENTRO DE ATENCAO PSICOSSOCIAL,04316060,Vila Guarani (Z Sul),Zona Sul
2068133,CAPS ADULTO II JACANA DR LEONIDIO GALVAO DOS SANTOS,CENTRO DE ATENCAO PSICOSSOCIAL,02259001,Vila Constança,Zona Norte
2028816,CAPS ADULTO II JARDIM LIDIA,CENTRO DE ATENCAO PSICOSSOCIAL,05860070,Jardim Sandra,Zona Oeste
4049845,CAPS ADULTO II PERDIZES MANOEL MUNHOZ,CENTRO DE ATENCAO PSICOSSOCIAL,05004000,Perdizes,Zona Oeste
3041530,CAPS ADULTO II PERUS,CENTRO DE ATENCAO PSICOSSOCIAL,05204020,Vila Perus,Zona Oeste
2752018,CAPS ADULTO II SAO MIGUEL,CENTRO DE ATENCAO PSICOSSOCIAL,08070190,Parque Cruzeiro do Sul,Zona Leste
6924972,CAPS ADULTO II VILA MONUMENTO,CENTRO DE ATENCAO PSICOSSOCIAL,04261060,Vila Monumento,Zona Sul
2786524,CAPS ADULTO II VILA PRUDENTE,CENTRO DE ATENCAO PSICOSSOCIAL,03138030,Parque da Vila Prudente,Zona Leste
4887298,CAPS ADULTO III AGUA FUNDA,CENTRO DE ATENCAO PSICOSSOCIAL,04329100,Cursino,Zona Sul
7165072,CAPS ADULTO III CAPELA DO SOCORRO,CENTRO DE ATENCAO PSICOSSOCIAL,04810110,Cidade Dutra,Zona Sul
2786575,CAPS ADULTO III FREGUESIA DO O BRASILANDIA,CENTRO DE ATENCAO PSICOSSOCIAL,02831030,Vila Nina,Zona Norte
9664815,CAPS ADULTO III GRAJAU,CENTRO DE ATENCAO PSICOSSOCIAL,04852040,Jardim Shangrilá (Zona Sul),Zona Sul
2040808,CAPS ADULTO III ITAIM BIBI,CENTRO DE ATENCAO PSICOSSOCIAL,04538082,Itaim Bibi,Zona Sul
2952149,CAPS ADULTO III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,05846050,Vila Maracanã,Zona Oeste
4050290,CAPS ADULTO III LAPA,CENTRO DE ATENCAO PSICOSSOCIAL,05078000,Lapa,Zona Oeste
4049829,CAPS ADULTO III LARGO 13,CENTRO DE ATENCAO PSICOSSOCIAL,04757120,Jardim Dom Bosco,Zona Sul
3906388,CAPS ADULTO III M BOI MIRIM,CENTRO DE ATENCAO PSICOSSOCIAL,04925070,Jardim Riviera,Zona Sul
2070804,CAPS ADULTO III MANDAQUI,CENTRO DE ATENCAO PSICOSSOCIAL,02406040,Santana,Zona Norte
0466573,CAPS ADULTO III MOOCA,CENTRO DE ATENCAO PSICOSSOCIAL,03058000,Belenzinho,Zona Leste
6879799,CAPS ADULTO III PARAISOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL,05656010,Fazenda Morumbi,Zona Oeste
6066585,CAPS ADULTO III PARELHEIROS,CENTRO DE ATENCAO PSICOSSOCIAL,04890630,Jardim Novo Parelheiros,Zona Sul
2786508,CAPS ADULTO III PIRITUBA JARAGUA,CENTRO DE ATENCAO PSICOSSOCIAL,02938000,Pirituba,Zona Norte
2069148,CAPS ADULTO III SAO MATEUS,CENTRO DE ATENCAO PSICOSSOCIAL,03961020,Cidade São Mateus,Zona Leste
2815435,CAPS ADULTO III SAPOPEMBA,CENTRO DE ATENCAO PSICOSSOCIAL,03976020,Jardim Sapopemba,Zona Leste
7111568,CAPS ADULTO III SE,CENTRO DE ATENCAO PSICOSSOCIAL,01308030,Bela Vista,Centro
2029626,CAPS ADULTO III VILA MATILDE,CENTRO DE ATENCAO PSICOSSOCIAL,03646000,Vila Esperança,Zona Leste
2068923,CAPS ADULTO ITAPEVA LUIZ ROCHA CERQUEIRA,CENTRO DE ATENCAO PSICOSSOCIAL,01332000,Bela Vista,Centro
4120558,CAPS INFANTO JUVENIL III PIRITUBA JARAGUA,CENTRO DE ATENCAO PSICOSSOCIAL,05181300,Jaraguá,Zona Oeste
9113088,CAPS INFANTOJUVENIL II BUTANTA,CENTRO DE ATENCAO PSICOSSOCIAL,05360170,Vila Butantã,Zona Oeste
7497865,CAPS INFANTOJUVENIL II CAMPO LIMPO,CENTRO DE ATENCAO PSICOSSOCIAL,05788280,Jardim Bom Refúgio,Zona Oeste
6657184,CAPS INFANTOJUVENIL II CAPELA SOCORRO PIRACAO,CENTRO DE ATENCAO PSICOSSOCIAL,04857300,Jardim Novo Horizonte,Zona Sul
6700268,CAPS INFANTOJUVENIL II CASA VERDE NISE DA SILVEIRA,CENTRO DE ATENCAO PSICOSSOCIAL,02617080,Vila Bela Vista (Zona Norte),Zona Norte
6646581,CAPS INFANTOJUVENIL II CIDADE ADEMAR,CENTRO DE ATENCAO PSICOSSOCIAL,04463080,Balneário Mar Paulista,Zona Sul
6954189,CAPS INFANTOJUVENIL II CIDADE LIDER,CENTRO DE ATENCAO PSICOSSOCIAL,08275610,Jardim das Carmelitas,Zona Leste
0277665,CAPS INFANTOJUVENIL II CIDADE TIRADENTES,CENTRO DE ATENCAO PSICOSSOCIAL,08490600,Chácara Santa Etelvina,Zona Leste
9678956,CAPS INFANTOJUVENIL II ERMELINO MATARAZZO,CENTRO DE ATENCAO PSICOSSOCIAL,03811060,Jardim Matarazzo,Zona Leste
6330843,CAPS INFANTOJUVENIL II FREGUESIA BRASILANDIA,CENTRO DE ATENCAO PSICOSSOCIAL,02960020,Moinho Velho,Zona Norte
6954197,CAPS INFANTOJUVENIL II GUAIANASES COLORIDAMENTE,CENTRO DE ATENCAO PSICOSSOCIAL,08410070,Vila Princesa Isabel,Zona Leste
3108368,CAPS INFANTOJUVENIL II IPIRANGA,CENTRO DE ATENCAO PSICOSSOCIAL,04261050,Vila Monumento,Zona Sul
7128924,CAPS INFANTOJUVENIL II ITAIM PAULISTA,CENTRO DE ATENCAO PSICOSSOCIAL,08110310,Vila Silva Teles,Zona Leste
4050304,CAPS INFANTOJUVENIL II ITAQUERA,CENTRO DE ATENCAO PSICOSSOCIAL,08255020,Conjunto Residencial José Bonifácio,Zona Leste
2815443,CAPS INFANTOJUVENIL II JABAQUARA CASINHA,CENTRO DE ATENCAO PSICOSSOCIAL,04319020,Cidade Vargas,Zona Sul
8431760,CAPS INFANTOJUVENIL II JARDIM HELENA,CENTRO DE ATENCAO PSICOSSOCIAL,08190450,Vila Itaim,Zona Leste
2027003,CAPS INFANTOJUVENIL II LAPA,CENTRO DE ATENCAO PSICOSSOCIAL,05301060,Parque da Lapa,Zona Oeste
6970532,CAPS INFANTOJUVENIL II M BOI MIRIM,CENTRO DE ATENCAO PSICOSSOCIAL,04923030,Riviera Paulista,Zona Sul
2042916,CAPS INFANTOJUVENIL II MOOCA,CENTRO DE ATENCAO PSICOSSOCIAL,03166000,Mooca,Zona Leste
6683983,CAPS INFANTOJUVENIL II PARELHEIROS AQUARELA,CENTRO DE ATENCAO PSICOSSOCIAL,04890050,Jardim Roschel,Zona Sul
6931979,CAPS INFANTOJUVENIL II PERUS,CENTRO DE ATENCAO PSICOSSOCIAL,05202070,Perus,Zona Oeste
4049837,CAPS INFANTOJUVENIL II SANTO AMARO,CENTRO DE ATENCAO PSICOSSOCIAL,04744040,Santo Amaro,Zona Sul
2069059,CAPS INFANTOJUVENIL II SAO MATEUS,CENTRO DE ATENCAO PSICOSSOCIAL,03962120,Cidade São Mateus,Zona Leste
6759971,CAPS INFANTOJUVENIL II SAPOPEMBA,CENTRO DE ATENCAO PSICOSSOCIAL,03978070,Vila Cardoso Franco,Zona Leste
3763072,CAPS INFANTOJUVENIL II VILA MARIANA QUIXOTE,CENTRO DE ATENCAO PSICOSSOCIAL,04112080,Vila Mariana,Zona Sul
2029596,CAPS INFANTOJUVENIL II VILA PRUDENTE,CENTRO DE ATENCAO PSICOSSOCIAL,03143000,Vila Zelina,Zona Leste
9788417,CAPS INFANTOJUVENIL III ARICANDUVA,CENTRO DE ATENCAO PSICOSSOCIAL,03429000,Vila Carrão,Zona Leste
9664831,CAPS INFANTOJUVENIL III CIDADE DUTRA,CENTRO DE ATENCAO PSICOSSOCIAL,04826130,Jardim Represa,Zona Sul
9188150,CAPS INFANTOJUVENIL III HELIOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL,04230040,Cidade Nova Heliópolis,Zona Sul
2952157,CAPS INFANTOJUVENIL III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,05846330,Jardim Casablanca,Zona Oeste
6387640,CAPS INFANTOJUVENIL III PENHA,CENTRO DE ATENCAO PSICOSSOCIAL,03647000,Vila Esperança,Zona Leste
2027658,CAPS INFANTOJUVENIL III SANTANA,CENTRO DE ATENCAO PSICOSSOCIAL,02313001,Vila Mazzei,Zona Norte
5695791,CAPS INFANTOJUVENIL III SAO MIGUEL,CENTRO DE ATENCAO PSICOSSOCIAL,08011350,São Miguel Paulista,Zona Leste
6127967,CAPS INFANTOJUVENIL III SE AMORZEIRA,CENTRO DE ATENCAO PSICOSSOCIAL,01530060,Aclimação,Centro
6626327,CAPS INFANTOJUVENIL III VILA MARIA VILA GUILHERME,CENTRO DE ATENCAO PSICOSSOCIAL,02125030,Vila Maria Alta,Zona Norte
6356184,CASA ANGELA,CENTRO DE PARTO NORMAL - ISOLADO,05801060,Jardim Mirante,Zona Oeste
2076985,CASA DA CRIANCA BETINHO,HOSPITAL GERAL,03433020,Vila Fernandes,Zona Leste
3314618,CASA DE ISABEL,CLINICA/CENTRO DE ESPECIALIDADE,08120420,Itaim Paulista,Zona Leste
3739503,CASA DO PARTO DE SAPOPEMBA,CENTRO DE PARTO NORMAL - ISOLADO,04379030,Vila Santa Catarina,Zona Sul
3008681,CASA SER MARIA A LARA BARCELOS,CLINICA/CENTRO DE ESPECIALIDADE,08490110,Conjunto Residencial Prestes Maia,Zona Leste
9611339,CCC - CENTRO DE COMBATE AO CANCER,CLINICA/CENTRO DE ESPECIALIDADE,04102900,Vila Mariana,Zona Sul
4510682,CCI LESTE PADRE ANTONIO LUIZ MARCHIONI PADRE TICAO,POLICLINICA,03811000,Jardim Belém,Zona Leste
7352123,CDB CENTRO DE DIAGNOSTICOS BRASIL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02042000,Jardim São Paulo(Zona Norte),Zona Norte
3273997,CECCO CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE,05789000,Pirajussara,Zona Oeste
2027534,CECCO EDUARDO LEITE BACURI,CLINICA/CENTRO DE ESPECIALIDADE,05016110,Perdizes,Zona Oeste
2027542,CECCO ERMELINO MATARAZZO,CLINICA/CENTRO DE ESPECIALIDADE,03807230,Vila Paranaguá,Zona Leste
2027232,CECCO FREGUESIA DO O,CLINICA/CENTRO DE ESPECIALIDADE,02811020,Jardim Monte Alegre (Zona Norte),Zona Norte
2786605,CECCO GUARAPIRANGA,CLINICA/CENTRO DE ESPECIALIDADE,04904025,Jardim Tupã,Zona Sul
2027453,CECCO INTERLAGOS,CLINICA/CENTRO DE ESPECIALIDADE,04805000,Parque Atlântico,Zona Sul
9727485,CECCO IPIRANGA HELIOPOLIS,CLINICA/CENTRO DE ESPECIALIDADE,04230040,Cidade Nova Heliópolis,Zona Sul
3548724,CECCO JACANA/TREMEMBE,CLINICA/CENTRO DE ESPECIALIDADE,02273010,Jaçanã,Zona Norte
7534876,CECCO JARAGUA,CLINICA/CENTRO DE ESPECIALIDADE,02998020,Jaraguá,Zona Norte
3004775,CECCO MOOCA,CLINICA/CENTRO DE ESPECIALIDADE,03166000,Mooca,Zona Leste
2027445,CECCO PADRE MANOEL DA NOBREGA,CLINICA/CENTRO DE ESPECIALIDADE,03590170,Conjunto Habitacional Padre Manoel da Nóbrega,Zona Leste
2027437,CECCO PARQUE ECOLOGICO CHICO MENDES,CLINICA/CENTRO DE ESPECIALIDADE,08032010,Vila Curuçá,Zona Leste
2027402,CECCO PARQUE IBIRAPUERA,CLINICA/CENTRO DE ESPECIALIDADE,04030000,Jardim Luzitânia,Zona Sul
3010961,CECCO PARQUE RAUL SEIXAS,CLINICA/CENTRO DE ESPECIALIDADE,08253580,Conjunto Residencial José Bonifácio,Zona Leste
3934535,CECCO PERUS,CLINICA/CENTRO DE ESPECIALIDADE,05201050,Vila Fanton,Zona Oeste
7884419,CECCO PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE,05142120,Chácara Inglesa,Zona Oeste
2027410,CECCO PREVIDENCIA,CLINICA/CENTRO DE ESPECIALIDADE,05532030,Instituto de Previdência,Zona Oeste
2027283,CECCO SANTO AMARO,CLINICA/CENTRO DE ESPECIALIDADE,04753060,Santo Amaro,Zona Sul
2027267,CECCO SANTO DIAS,CLINICA/CENTRO DE ESPECIALIDADE,05868580,Conjunto Habitacional Instituto Adventista,Zona Oeste
2027518,CECCO SAO DOMINGOS,CLINICA/CENTRO DE ESPECIALIDADE,05124050,Parque São Domingos,Zona Oeste
2786613,CECCO VILA GUARANI,CLINICA/CENTRO DE ESPECIALIDADE,04320000,Cidade Vargas,Zona Sul
5924316,CECCO VILA MARIA VILA GUILHERME TROTE,CLINICA/CENTRO DE ESPECIALIDADE,02056070,Vila Guilherme,Zona Norte
2786591,CECCO VILA PRUDENTE,CLINICA/CENTRO DE ESPECIALIDADE,03227000,Jardim Avelino,Zona Leste
2094258,CEDIMEN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04013020,Vila Mariana,Zona Sul
2091372,CENENORTE-CLINICA NEFROLOGICA,CLINICA/CENTRO DE ESPECIALIDADE,02242001,Parada Inglesa,Zona Norte
3003159,CENTRAL DE REGULACAO MUNICIPAL SP,CENTRAL DE REGULACAO DO ACESSO,01509020,Liberdade,Centro
2028182,CENTRO ASSISTENCIAL CRUZ DE MALTA,POLICLINICA,04358090,Parque Jabaquara,Zona Sul
0454214,CENTRO DE ARMAZENAMENTO E DISTRIBUICAO DE IMUNOBIOLOGICOS,CENTRAL DE ABASTECIMENTO,01201020,Campos Elíseos,Centro
9050558,CENTRO DE CONTROLE DE INTOXICACOES - CCI,CLINICA/CENTRO DE ESPECIALIDADE,01509020,Liberdade,Centro
2042738,CENTRO DE CONTROLE DE ZOONOSES SANTANA,UNIDADE DE VIGILANCIA EM SAUDE,02031020,Santana,Zona Norte
4042077,CENTRO DE CUIDADO ODONTOLOGICO,CLINICA/CENTRO DE ESPECIALIDADE,01129000,Bom Retiro,Centro
4693086,CENTRO DE CUIDADOS ODONTOLOGICOS - CCO NORTE,CLINICA/CENTRO DE ESPECIALIDADE,02335001,Água Fria,Zona Norte
2069024,CENTRO DE DERMATATOLOGIA SANITARIA - SES,CLINICA/CENTRO DE ESPECIALIDADE,01518020,Cambuci,Centro
4508505,CENTRO DE EXAMES DA MULHER,POLICLINICA,08220585,Jardim Liderança,Zona Leste
5301971,CENTRO DE EXAMES DA MULHER CAPELA DO SOCORRO,POLICLINICA,04760000,Vila Socorro,Zona Sul
2091690,CENTRO DE REABILITACAO UMARIZAL,CLINICA/CENTRO DE ESPECIALIDADE,05756350,Jardim Umarizal,Zona Oeste
3444538,CENTRO DE REF DO IDOSO-ZONA NORTE,CLINICA/CENTRO DE ESPECIALIDADE,02405001,Santana,Zona Norte
2078287,CENTRO DE REFERENCIA DA SAUDE DA MULHER,HOSPITAL ESPECIALIZADO,01206001,Campos Elíseos,Centro
2077957,CENTRO DE REFERENCIA E TREINAMENTO ISTAIDS SAO PAULO,HOSPITAL ESPECIALIZADO,04121000,Vila Mariana,Zona Sul
6335586,CENTRO EST DE ANALISES CLINICAS DA ZONA LESTE CEAC SP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03021040,Catumbi,Zona Leste
3996344,CENTRO EST DE ANALISES CLINICAS DA ZONA NORTE SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02401000,Santana,Zona Norte
3001466,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO,HOSPITAL GERAL,02028000,Carandiru,Zona Norte
3893723,CENTRO MEDICO - HOSPITAL NIPO-BRASILEIRO,CLINICA/CENTRO DE ESPECIALIDADE,01508030,Liberdade,Centro
3464555,CENTRO MEDICO PMESP,HOSPITAL GERAL,02341001,Tucuruvi,Zona Norte
2963728,CENTRO ODONTOLOGICO INFANTOJUVENIL HELIOPOLIS,CLINICA/CENTRO DE ESPECIALIDADE,04230040,Cidade Nova Heliópolis,Zona Sul
6122205,CENTRO SOCIAL NOSSA SENHORA DA PENHA CENHA,CLINICA/CENTRO DE ESPECIALIDADE,03077020,Tatuapé,Zona Leste
3257797,CEO I LAPA,CLINICA/CENTRO DE ESPECIALIDADE,01246904,Pacaembu,Centro
9026525,CEO I VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE,04120030,Vila Mariana,Zona Sul
9010211,CEO II BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE,05535100,Jardim Peri Peri,Zona Oeste
7975457,CEO II CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE,05774300,Parque Regina,Zona Oeste
4072928,CEO II CAPAO REDONDO,CLINICA/CENTRO DE ESPECIALIDADE,05866000,Capão Redondo,Zona Oeste
7975465,CEO II CAPELA DO SOCORRO,CLINICA/CENTRO DE ESPECIALIDADE,04840230,Conjunto Habitacional Brigadeiro Faria Lima,Zona Sul
9010238,CEO II CASA VERDE,CLINICA/CENTRO DE ESPECIALIDADE,02518020,Jardim das Laranjeiras,Zona Norte
7975430,CEO II CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE,08471100,Cidade Tiradentes,Zona Leste
7979363,CEO II ERMELINO MATARAZZO,CLINICA/CENTRO DE ESPECIALIDADE,03807380,Vila Paranaguá,Zona Leste
9014721,CEO II FREGUESIA DO O/BRASILANDIA,CLINICA/CENTRO DE ESPECIALIDADE,02842260,Jardim do Tiro,Zona Norte
7975449,CEO II GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE,08411470,Jardim São Carlos (Zona Leste),Zona Leste
7987846,CEO II IPIRANGA,CLINICA/CENTRO DE ESPECIALIDADE,04211000,Ipiranga,Zona Sul
7975414,CEO II ITAQUERA,CLINICA/CENTRO DE ESPECIALIDADE,08255130,Conjunto Residencial José Bonifácio,Zona Leste
9026517,CEO II JABAQUARA,CLINICA/CENTRO DE ESPECIALIDADE,04308001,Jabaquara,Zona Sul
2786621,CEO II LRPD HUMBERTO NASTARI,CLINICA/CENTRO DE ESPECIALIDADE,04462000,Jardim da Pedreira,Zona Sul
9008438,CEO II M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE,05850230,Parque Santo Antônio,Zona Oeste
3382613,CEO II PENHA DR WILSON FERREIRA DO VALE,CLINICA/CENTRO DE ESPECIALIDADE,03510040,Vila Matilde,Zona Leste
7999100,CEO II PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE,05158400,Jardim Jaraguá (São Domingos),Zona Oeste
7988176,CEO II SANTANA,CLINICA/CENTRO DE ESPECIALIDADE,02331002,Tucuruvi,Zona Norte
7979355,CEO II SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE,03947030,Jardim Nove de Julho,Zona Leste
9021701,CEO II SAPOPEMBA,CLINICA/CENTRO DE ESPECIALIDADE,03976020,Jardim Sapopemba,Zona Leste
9144161,CEO II VERA CRUZ M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE,04965140,Jardim Vera Cruz(Zona Sul),Zona Sul
7988141,CEO II VILA BERTIOGA,CLINICA/CENTRO DE ESPECIALIDADE,03192060,Vila Oratório,Zona Leste
9021752,CEO II VILA CARRAO,CLINICA/CENTRO DE ESPECIALIDADE,03447000,Vila Carrão,Zona Leste
9282394,CEO II VILA MARIA VILA GUILHERME,CLINICA/CENTRO DE ESPECIALIDADE,02203010,Vila Ede,Zona Norte
7382413,CEO III ALTO DA BOA VISTA,CLINICA/CENTRO DE ESPECIALIDADE,04737000,Santo Amaro,Zona Sul
6559824,CEO III FOUSP,CLINICA/CENTRO DE ESPECIALIDADE,05508900,Butantã,Zona Oeste
5012600,CEO III PARELHEIROS YVETTE RANZANI VIEGAS,CLINICA/CENTRO DE ESPECIALIDADE,04890300,Jardim Santa Fé (Zona Sul),Zona Sul
2072270,CEO III PROF ALFREDO REIS VIEGAS,CLINICA/CENTRO DE ESPECIALIDADE,01321010,Bela Vista,Centro
