CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,BAIRRO,ANO,MES,PA_PROC_ID,NO_PROCEDIMENTO,QTD_APROVADA,VALOR_APROVADO,QTD_PRODUZIDA,VALOR_PRODUZIDO
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040078,RADIOGRAFIA DE COTOVELO,16.0,94.4,16.0,94.4
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060125,RADIOGRAFIA DE JOELHO (AP + LATERAL),83.0,562.74,83.0,562.74
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0214010058,"TESTE RÁPIDO PARA DETECÇÃO DE ANTICORPOS ANTI-HIV PARAPOPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",9.0,9.0,9.0,9.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040060,RADIOGRAFIA DE CLAVICULA,2.0,14.8,2.0,14.8
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,Vila das Belezas,2021,4,0309050049,SESSÃO DE AURICULOTERAPIA,1.0,0.0,1.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0214010090,,1.0,0.0,1.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020038,ULTRASSONOGRAFIA DE ABDÔMEN SUPERIOR,2.0,48.4,2.0,48.4
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301010277,AVALIAÇÃO DO DESENVOLVIMENTO DA CRIANÇA NA PUERICULTURA,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204020085,RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA,1.0,16.88,1.0,16.88
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204020093,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL),7.0,64.12,7.0,64.12
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040116,RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES),5.0,39.9,5.0,39.9
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060109,RADIOGRAFIA DE CALCANEO,2.0,13.0,2.0,13.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100209,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA INTRAMUSCULAR,546.0,0.0,546.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100217,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL,202.0,0.0,202.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301010064,CONSULTA MEDICA EM ATENÇÃO PRIMÁRIA,1741.0,0.0,1741.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2021,4,0301010315,TELECONSULTA POR PROFISSIONAIS DE NÍVEL SUPERIOR NA ATENÇÃO ESPECIALIZADA (EXCETO MÉDICO),318.0,2003.4000000000008,318.0,2003.4000000000008
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0205020054,ULTRASSONOGRAFIA DE APARELHO URINÁRIO,41.0,992.2,41.0,992.2
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204030170,RADIOGRAFIA DE TORAX (PA),69.0,474.72,69.0,474.72
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060095,RADIOGRAFIA DE BACIA,26.0,202.02,26.0,202.02
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0211020036,ELETROCARDIOGRAMA,47.0,242.05,47.0,242.05
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204050120,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),5.0,76.5,5.0,76.5
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020127,ULTRASSONOGRAFIA DE TIREOIDE,8.0,193.6,8.0,193.6
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,7.0,0.0,7.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204050111,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA),7.0,75.11,7.0,75.11
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0801010020,CONCLUSÃO DA ASSISTÊNCIA PRE-NATAL (INCENTIVO),2.0,0.0,2.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2021,4,0301010307,TELECONSULTA MÉDICA NA ATENÇÃO ESPECIALIZADA,1172.0,11720.0,1172.0,11720.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020097,ULTRASSONOGRAFIA MAMARIA BILATERAL,36.0,871.2,36.0,871.2
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060150,RADIOGRAFIA DE PE / DEDOS DO PE,26.0,176.28,26.0,176.28
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204010063,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ),1.0,6.88,1.0,6.88
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301100195,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ENDOVENOSA,8.0,0.0,8.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301100101,INALAÇÃO / NEBULIZAÇÃO,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301060037,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA,2.0,0.0,2.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2021,4,0205020186,ULTRASSONOGRAFIA TRANSVAGINAL,4.0,96.8,4.0,96.8
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301010269,AVALIAÇÃO DO CRESCIMENTO NA PUERICULTURA,209.0,0.0,209.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0205020070,ULTRASSONOGRAFIA DE BOLSA ESCROTAL,8.0,193.6,8.0,193.6
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,478.0,0.0,478.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301010030,CONSULTA DE PROFISSIONAIS DE NÍVEL SUPERIOR NA ATENÇÃO PRIMÁRIA (EXCETO MÉDICO),441.0,0.0,441.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301060045,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM OBSERVAÇÃO ATÉ 8 HORAS,477.0,0.0,477.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100284,CURATIVO SIMPLES,12.0,0.0,12.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0202020509,PROVA DO LACO,1.0,2.73,1.0,2.73
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204020042,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO),24.0,196.56,24.0,196.56
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,Vila das Belezas,2021,4,0214010074,"TESTE RÁPIDO TREPONÊMICO (SÍFILIS) PARA POPULAÇÃO GERAL(EXCETO GESTANTE, PARCEIRO OU PARCERIA)",3.0,3.0,3.0,3.0
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,Vila das Belezas,2021,4,0309050049,SESSÃO DE AURICULOTERAPIA,20.0,0.0,20.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301010137,CONSULTA/ATENDIMENTO DOMICILIAR,107.0,0.0,107.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301010161,CONSULTA/ATENDIMENTO DOMICILIAR NA ATENÇÃO ESPECIALIZADA,51.0,160.14,51.0,160.14
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204050138,RADIOGRAFIA DE ABDOMEN SIMPLES (AP),5.0,35.85,5.0,35.85
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,500.0,0.0,500.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301050058,ASSISTÊNCIA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO,1.0,0.0,1.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0801010012,ADESÃO A ASSISTÊNCIA PRE-NATAL - INCENTIVO PHPN (COMPONENTE I),14.0,0.0,14.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2021,4,0211020036,ELETROCARDIOGRAMA,71.0,365.65,71.0,365.65
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,31.0,0.0,31.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301100152,RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),3.0,0.0,3.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301100225,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA SUBCUTÂNEA (SC),11.0,0.0,11.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100225,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA SUBCUTÂNEA (SC),8.0,0.0,8.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0301100012,ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.,28.0,17.64,28.0,17.64
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204010144,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ),9.0,65.88,9.0,65.88
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204010128,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ),1.0,8.38,1.0,8.38
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204010179,RADIOGRAFIA PANORAMICA,1.0,9.03,1.0,9.03
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204030153,RADIOGRAFIA DE TORAX (PA E PERFIL),183.0,1738.5,183.0,1738.5
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040094,RADIOGRAFIA DE MAO,68.0,428.4,68.0,428.4
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040108,RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA),1.0,6.0,1.0,6.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060168,RADIOGRAFIA DE PERNA,10.0,89.4,10.0,89.4
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020046,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,22.0,834.9,22.0,834.9
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,4.0,0.0,4.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020062,ULTRASSONOGRAFIA DE ARTICULACAO,32.0,774.4,32.0,774.4
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020186,ULTRASSONOGRAFIA TRANSVAGINAL,78.0,1887.6,78.0,1887.6
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100217,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL,56.0,0.0,56.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100209,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA INTRAMUSCULAR,159.0,0.0,159.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301100276,CURATIVO ESPECIAL,83.0,0.0,83.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204030170,RADIOGRAFIA DE TORAX (PA),229.0,1575.52,229.0,1575.52
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204050111,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA),21.0,225.33,21.0,225.33
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204050120,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),1.0,15.3,1.0,15.3
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204020115,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA,2.0,31.16,2.0,31.16
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204020123,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA,4.0,31.2,4.0,31.2
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060117,RADIOGRAFIA DE COXA,3.0,26.82,3.0,26.82
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0211020036,ELETROCARDIOGRAMA,133.0,684.95,133.0,684.95
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301100217,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL,13.0,0.0,13.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301100209,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA INTRAMUSCULAR,49.0,0.0,49.0,0.0
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,Vila das Belezas,2021,4,0214010058,"TESTE RÁPIDO PARA DETECÇÃO DE ANTICORPOS ANTI-HIV PARAPOPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",3.0,3.0,3.0,3.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0101020104,ORIENTAÇÃO DE HIGIENE BUCAL,1.0,0.0,1.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0214010015,GLICEMIA CAPILAR,36.0,0.0,36.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0801010012,ADESÃO A ASSISTÊNCIA PRE-NATAL - INCENTIVO PHPN (COMPONENTE I),7.0,0.0,7.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204060095,RADIOGRAFIA DE BACIA,9.0,69.93,9.0,69.93
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0101010028,ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA,3.0,8.100000000000001,3.0,8.100000000000001
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0101020090,SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA,79.0,0.0,79.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0307010074,TRATAMENTO RESTAURADOR ATRAUMÁTICO (TRA/ART),5.0,0.0,5.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100195,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ENDOVENOSA,371.0,0.0,371.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301010269,AVALIAÇÃO DO CRESCIMENTO NA PUERICULTURA,138.0,0.0,138.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020143,ULTRASSONOGRAFIA OBSTETRICA,127.0,3073.4,127.0,3073.4
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0301010315,TELECONSULTA POR PROFISSIONAIS DE NÍVEL SUPERIOR NA ATENÇÃO ESPECIALIZADA (EXCETO MÉDICO),25.0,157.5,25.0,157.5
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301060037,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA,1264.0,0.0,1264.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204020069,RADIOGRAFIA DE COLUNA LOMBO-SACRA,76.0,832.96,76.0,832.96
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040086,RADIOGRAFIA DE DEDOS DA MAO,1.0,5.62,1.0,5.62
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,114.0,0.0,114.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301060053,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM REMOÇÃO,73.0,0.0,73.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0401010066,EXCISÃO E/OU SUTURA SIMPLES DE PEQUENAS LESÕES / FERIMENTOS DE PELE / ANEXOS E MUCOSA,6.0,0.0,6.0,0.0
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,Vila das Belezas,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,9.0,0.0,9.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205020070,ULTRASSONOGRAFIA DE BOLSA ESCROTAL,2.0,48.4,2.0,48.4
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301010285,AVALIAÇÃO DO ESTÁGIO DE MATURAÇÃO SEXUAL,7.0,0.0,7.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301010137,CONSULTA/ATENDIMENTO DOMICILIAR,161.0,0.0,161.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0214010074,"TESTE RÁPIDO TREPONÊMICO (SÍFILIS) PARA POPULAÇÃO GERAL(EXCETO GESTANTE, PARCEIRO OU PARCERIA)",1.0,1.0,1.0,1.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301060037,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA,137.0,0.0,137.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0309050049,SESSÃO DE AURICULOTERAPIA,74.0,0.0,74.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,1143.0,0.0,1143.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301050058,ASSISTÊNCIA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO,23.0,0.0,23.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040019,RADIOGRAFIA DE ANTEBRACO,3.0,19.26,3.0,19.26
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301010269,AVALIAÇÃO DO CRESCIMENTO NA PUERICULTURA,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040051,RADIOGRAFIA DE BRACO,6.0,46.62,6.0,46.62
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0204040124,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA),45.0,310.95,45.0,310.95
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0205010040,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,44.0,1742.4,44.0,1742.4
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100101,INALAÇÃO / NEBULIZAÇÃO,12.0,0.0,12.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100187,TERAPIA DE REIDRATAÇÃO ORAL,1.0,0.0,1.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2021,4,0301010048,CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENÇÃO ESPECIALIZADA (EXCETO MÉDICO),1027.0,6470.100000000003,1027.0,6470.100000000003
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2021,4,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,97.0,0.0,97.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301060045,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM OBSERVAÇÃO ATÉ 8 HORAS,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2021,4,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,2.0,0.0,2.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0205010032,ECOCARDIOGRAFIA TRANSTORACICA,200.0,7988.000000000004,200.0,7988.000000000004
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301100209,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA INTRAMUSCULAR,67.0,0.0,67.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2021,4,0301100217,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL,23.0,0.0,23.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2021,4,0301100276,CURATIVO ESPECIAL,29.0,0.0,29.0,0.0
